iteration,physical_time_s,wall_clock_s,total_density
53400,0.001303710937500218,1198.142958515,221510.9835277
53500,0.0013061523437502124,1200.176656891,221511.3587521
53600,0.0013085937500002067,1202.44269841,221511.7331778
53700,0.001311035156250201,1204.515091627,221512.1068064
53800,0.0013134765625001953,1206.720623537,221512.4796396
53900,0.0013159179687501897,1209.014436331,221512.8516789
54000,0.001318359375000184,1211.120048925,221513.222926
54100,0.0013208007812501783,1213.402683278,221513.5933825
54200,0.0013232421875001726,1215.644344753,221513.96305
54300,0.001325683593750167,1218.163175715,221514.33193
54400,0.0013281250000001612,1220.370398581,221514.7000242
54500,0.0013305664062501555,1222.727602951,221515.0673341
54600,0.0013330078125001498,1225.244916977,221515.4338614
54700,0.0013354492187501441,1227.873303916,221515.7996076
54800,0.0013378906250001384,1230.213834467,221516.1645743
54900,0.0013403320312501328,1232.559575016,221516.5287631
55000,0.001342773437500127,1234.788805366,221516.8921756
55100,0.0013452148437501214,1237.114411215,221517.2548133
55200,0.0013476562500001157,1239.260605888,221517.6166779
55300,0.00135009765625011,1241.596794565,221517.9777708
55400,0.0013525390625001043,1243.807532375,221518.3380937
55500,0.0013549804687500986,1246.14807152,221518.6976481
55600,0.001357421875000093,1248.243495129,221519.0564355
55700,0.0013598632812500872,1250.533353363,221519.4144576
55800,0.0013623046875000815,1252.886333796,221519.7717159
55900,0.0013647460937500759,1255.312065933,221520.128212
56000,0.0013671875000000702,1257.388502721,221520.4839473
56100,0.0013696289062500645,1259.765116144,221520.8389234
56200,0.0013720703125000588,1262.038157009,221521.193142
56300,0.001374511718750053,1264.184941414,221521.5466044
56400,0.0013769531250000474,1266.404813157,221521.8993124
56500,0.0013793945312500417,1268.572066082,221522.2512673
56600,0.001381835937500036,1270.880292524,221522.6024707
56700,0.0013842773437500303,1273.054014735,221522.9529242
56800,0.0013867187500000247,1275.314599507,221523.3026293
56900,0.001389160156250019,1277.640627909,221523.6515874
57000,0.0013916015625000133,1279.8995542,221523.9998002
57100,0.0013940429687500076,1282.05231424,221524.3472692
57200,0.0013964843750000019,1284.307479946,221524.6939958
57300,0.0013989257812499962,1286.382123062,221525.0399816
57400,0.0014013671874999905,1288.638490652,221525.3852281
57500,0.0014038085937499848,1290.820205161,221525.7297368
57600,0.0014062499999999791,1293.038615251,221526.0735091
57700,0.0014086914062499734,1295.235478826,221526.4165467
57800,0.0014111328124999678,1297.390218492,221526.758851
57900,0.001413574218749962,1299.624919359,221527.1004234
58000,0.0014160156249999564,1301.658396093,221527.4412656
58100,0.0014184570312499507,1303.843979298,221527.7813789
58200,0.001420898437499945,1306.112821639,221528.120765
58300,0.0014233398437499393,1308.340755373,221528.4594251
58400,0.0014257812499999336,1310.430895273,221528.7973609
58500,0.001428222656249928,1312.638854575,221529.1345738
58600,0.0014306640624999222,1314.853969267,221529.4710654
58700,0.0014331054687499165,1317.314291993,221529.8068369
58800,0.0014355468749999109,1319.788626226,221530.1418901
58900,0.0014379882812499052,1322.157895748,221530.4762262
59000,0.0014404296874998995,1325.144042554,221530.8098468
59100,0.0014428710937498938,1327.73285037,221531.1427534
59200,0.001445312499999888,1329.931486373,221531.4749474
59300,0.0014477539062498824,1332.260652724,221531.8064302
59400,0.0014501953124998767,1334.527238773,221532.1372034
59500,0.001452636718749871,1336.907680947,221532.4672683
59600,0.0014550781249998653,1339.285047364,221532.7966264
59700,0.0014575195312498596,1341.757550114,221533.1252792
59800,0.001459960937499854,1344.289082892,221533.4532282
59900,0.0014624023437498483,1346.637453446,221533.7804747
60000,0.0014648437499998426,1348.910828367,221534.1070201
60100,0.0014672851562498369,1351.246465429,221534.432866
60200,0.0014697265624998312,1353.435861646,221534.7580138
60300,0.0014721679687498255,1355.853079852,221535.0824649
60400,0.0014746093749998198,1358.015876755,221535.4062207
60500,0.0014770507812498141,1360.264926876,221535.7292827
60600,0.0014794921874998084,1362.456040236,221536.0516522
60700,0.0014819335937498027,1364.760904667,221536.3733308
60800,0.001484374999999797,1367.055803236,221536.6943198
60900,0.0014868164062497914,1369.470853526,221537.0146206
61000,0.0014892578124997857,1371.845862678,221537.3342346
61100,0.00149169921874978,1374.089034054,221537.6531633
61200,0.0014941406249997743,1376.338526979,221537.9714081
61300,0.0014965820312497686,1378.734110678,221538.2889703
61400,0.001499023437499763,1381.320702011,221538.6058514
61500,0.0015014648437497572,1383.76904477,221538.9220528
61600,0.0015039062499997515,1386.204595737,221539.2375759
61700,0.0015063476562497458,1388.651025333,221539.552422
61800,0.0015087890624997402,1391.144640867,221539.8665926
61900,0.0015112304687497345,1393.391319236,221540.1800891
62000,0.0015136718749997288,1395.678862014,221540.4929128
62100,0.001516113281249723,1397.807681886,221540.8050651
62200,0.0015185546874997174,1400.080502129,221541.1165474
62300,0.0015209960937497117,1402.459376468,221541.427361
62400,0.001523437499999706,1404.881368736,221541.7375075
62500,0.0015258789062497003,1407.061817368,221542.046988
62600,0.0015283203124996946,1409.639840624,221542.3558041
62700,0.001530761718749689,1411.943122913,221542.6639571
62800,0.0015332031249996833,1414.216001576,221542.9714482
62900,0.0015356445312496776,1416.385525306,221543.278279
63000,0.0015380859374996719,1418.660794227,221543.5844508
63100,0.0015405273437496662,1420.836479399,221543.8899649
63200,0.0015429687499996605,1423.028633975,221544.1948226
63300,0.0015454101562496548,1425.132953028,221544.4990254
63400,0.0015478515624996491,1427.361817851,221544.8025746
63500,0.0015502929687496434,1429.521582683,221545.1054715
63600,0.0015527343749996377,1431.660527284,221545.4077174
63700,0.001555175781249632,1433.8883686,221545.7093138
63800,0.0015576171874996264,1436.337562855,221546.010262
63900,0.0015600585937496207,1438.845543001,221546.3105633
64000,0.001562499999999615,1441.21709737,221546.610219
64100,0.0015649414062496093,1443.635838785,221546.9092304
64200,0.0015673828124996036,1446.024223658,221547.207599
64300,0.001569824218749598,1448.388413489,221547.505326
64400,0.0015722656249995922,1450.978950868,221547.8024127
64500,0.0015747070312495865,1453.339452135,221548.0988605
64600,0.0015771484374995808,1455.495633972,221548.3946708
64700,0.0015795898437495751,1457.772648077,221548.6898447
64800,0.0015820312499995695,1459.947845829,221548.9843837
64900,0.0015844726562495638,1462.243675139,221549.278289
65000,0.001586914062499558,1464.438389194,221549.5715619
65100,0.0015893554687495524,1466.739778556,221549.8642038
65200,0.0015917968749995467,1469.157164626,221550.156216
65300,0.001594238281249541,1471.574307225,221550.4475998
65400,0.0015966796874995353,1473.906760604,221550.7383564
65500,0.0015991210937495296,1476.314554049,221551.0284873
65600,0.001601562499999524,1478.505600516,221551.3179935
65700,0.0016040039062495182,1480.810611068,221551.6068766
65800,0.0016064453124995126,1483.266350067,221551.8951377
65900,0.0016088867187495069,1485.780658913,221552.1827781
66000,0.0016113281249995012,1488.122614325,221552.4697991
66100,0.0016137695312494955,1490.598523045,221552.7562021
66200,0.0016162109374994898,1492.841656157,221553.0419882
66300,0.0016186523437494841,1494.99954747,221553.3271589
66400,0.0016210937499994784,1497.233329209,221553.6117152
66500,0.0016235351562494727,1499.634541362,221553.8956586
66600,0.001625976562499467,1501.965946358,221554.1789903
66700,0.0016284179687494614,1504.189195662,221554.4617115
66800,0.0016308593749994557,1506.524097946,221554.7438235
66900,0.00163330078124945,1508.852861368,221555.0253277
67000,0.0016357421874994443,1511.208334066,221555.3062252
67100,0.0016381835937494386,1513.839736111,221555.5865173
67200,0.001640624999999433,1516.495799575,221555.8662052
67300,0.0016430664062494272,1518.967504583,221556.1452903
67400,0.0016455078124994215,1521.66909359,221556.4237738
67500,0.0016479492187494158,1524.169954225,221556.7016569
67600,0.0016503906249994101,1526.67673632,221556.9789408
67700,0.0016528320312494045,1529.290961347,221557.2556269
67800,0.0016552734374993988,1531.971592528,221557.5317163
67900,0.001657714843749393,1534.671012022,221557.8072103
68000,0.0016601562499993874,1537.199833269,221558.0821101
68100,0.0016625976562493817,1539.614398286,221558.3564171
68200,0.001665039062499376,1542.018657751,221558.6301323
68300,0.0016674804687493703,1544.608328587,221558.903257
68400,0.0016699218749993646,1546.966726815,221559.1757925
68500,0.001672363281249359,1549.242232264,221559.44774
68600,0.0016748046874993532,1551.391965536,221559.7191007
68700,0.0016772460937493476,1553.683172574,221559.9898759
68800,0.0016796874999993419,1556.097826994,221560.2600666
68900,0.0016821289062493362,1558.774471133,221560.5296743
69000,0.0016845703124993305,1561.474908029,221560.7987
69100,0.0016870117187493248,1564.056056767,221561.067145
69200,0.001689453124999319,1566.520583451,221561.3350106
69300,0.0016918945312493134,1569.03499557,221561.6022978
69400,0.0016943359374993077,1571.398432009,221561.8690079
69500,0.001696777343749302,1573.807650722,221562.1351422
69600,0.0016992187499992963,1576.026289014,221562.4007017
69700,0.0017016601562492907,1578.438194836,221562.6656878
69800,0.001704101562499285,1580.823038049,221562.9301016
69900,0.0017065429687492793,1583.164794184,221563.1939442
70000,0.0017089843749992736,1585.693309378,221563.457217
70100,0.001711425781249268,1588.128083708,221563.7199211
70200,0.0017138671874992622,1590.35844656,221563.9820576
70300,0.0017163085937492565,1592.710756414,221564.2436277
70400,0.0017187499999992508,1594.990519874,221564.5046327
70500,0.0017211914062492451,1597.456883398,221564.7650737
70600,0.0017236328124992394,1599.977024875,221565.0249519
70700,0.0017260742187492338,1602.25266655,221565.2842684
70800,0.001728515624999228,1604.401429677,221565.5430245
70900,0.0017309570312492224,1606.887124361,221565.8012213
71000,0.0017333984374992167,1609.173915282,221566.0588599
71100,0.001735839843749211,1611.501141679,221566.3159416
71200,0.0017382812499992053,1613.662095904,221566.5724675
71300,0.0017407226562491996,1615.955097435,221566.8284388
71400,0.001743164062499194,1618.092819932,221567.0838565
71500,0.0017456054687491882,1620.274215346,221567.338722
71600,0.0017480468749991825,1622.365057786,221567.5930362
71700,0.0017504882812491769,1624.485383275,221567.8468005
71800,0.0017529296874991712,1626.682557635,221568.1000159
71900,0.0017553710937491655,1628.937428537,221568.3526835
72000,0.0017578124999991598,1631.204198125,221568.6048046
72100,0.001760253906249154,1633.543602273,221568.8563803
72200,0.0017626953124991484,1635.878082588,221569.1074116
72300,0.0017651367187491427,1638.036585507,221569.3578999
72400,0.001767578124999137,1640.274258146,221569.607846
72500,0.0017700195312491313,1642.359946291,221569.8572514
72600,0.0017724609374991256,1644.606312676,221570.1061169
72700,0.00177490234374912,1646.73114681,221570.3544438
72800,0.0017773437499991143,1648.950372721,221570.6022333
72900,0.0017797851562491086,1651.050753807,221570.8494864
73000,0.0017822265624991029,1653.184643907,221571.0962042
73100,0.0017846679687490972,1655.410232175,221571.3423879
73200,0.0017871093749990915,1657.513484259,221571.5880386
73300,0.0017895507812490858,1659.762615066,221571.8331574
73400,0.0017919921874990801,1661.936191472,221572.0777454
73500,0.0017944335937490744,1664.219558388,221572.3218038
73600,0.0017968749999990687,1666.565791816,221572.5653336
73700,0.001799316406249063,1668.864041121,221572.808336
73800,0.0018017578124990574,1670.966583639,221573.0508121
73900,0.0018041992187490517,1673.150174178,221573.2927629
74000,0.001806640624999046,1675.419845491,221573.5341895
74100,0.0018090820312490403,1677.907977315,221573.7750931
74200,0.0018115234374990346,1680.364972177,221574.0154748
74300,0.001813964843749029,1682.645529302,221574.2553357
74400,0.0018164062499990232,1684.910213155,221574.4946768
74500,0.0018188476562490175,1687.146374494,221574.7334992
74600,0.0018212890624990118,1689.34328798,221574.9718041
74700,0.0018237304687490062,1691.388600549,221575.2095925
74800,0.0018261718749990005,1693.675179853,221575.4468654
74900,0.0018286132812489948,1695.852053256,221575.6836241
75000,0.001831054687498989,1698.141891617,221575.9198695
75100,0.0018334960937489834,1700.271869827,221576.1556027
75200,0.0018359374999989777,1702.494159955,221576.3908249
75300,0.001838378906248972,1704.623795186,221576.6255371
75400,0.0018408203124989663,1706.839900034,221576.8597403
75500,0.0018432617187489606,1708.980961844,221577.0934356
75600,0.001845703124998955,1711.035468473,221577.3266241
75700,0.0018481445312489493,1713.242947677,221577.5593069
75800,0.0018505859374989436,1715.335919908,221577.7914851
75900,0.0018530273437489379,1717.554450502,221578.0231595
76000,0.0018554687499989322,1719.609421058,221578.2543315
76100,0.0018579101562489265,1721.805469219,221578.4850019
76200,0.0018603515624989208,1723.954486488,221578.7151719
76300,0.0018627929687489151,1726.241287092,221578.9448425
76400,0.0018652343749989094,1728.398204133,221579.1740148
76500,0.0018676757812489037,1730.766682095,221579.4026897
76600,0.001870117187498898,1733.174398815,221579.6308684
76700,0.0018725585937488924,1735.49059373,221579.8585519
76800,0.0018749999999988867,1737.713011667,221580.0857413
76900,0.001877441406248881,1739.955958427,221580.3124375
77000,0.0018798828124988753,1742.052077881,221580.5386416
77100,0.0018823242187488696,1744.206272755,221580.7643547
77200,0.001884765624998864,1746.483222628,221580.9895778
77300,0.0018872070312488582,1748.799693502,221581.2143118
77400,0.0018896484374988525,1751.144282674,221581.438558
77500,0.0018920898437488468,1753.362819803,221581.6623172
77600,0.0018945312499988412,1755.672766871,221581.8855905
77700,0.0018969726562488355,1758.253600024,221582.1083789
77800,0.0018994140624988298,1760.634327098,221582.3306835
77900,0.001901855468748824,1762.799536978,221582.5525052
78000,0.0019042968749988184,1765.030579853,221582.7738451
78100,0.0019067382812488127,1767.078276132,221582.9947043
78200,0.001909179687498807,1769.128629443,221583.2150836
78300,0.0019116210937488013,1771.036612186,221583.4349841
78400,0.0019140624999987956,1772.942610538,221583.6544069
78500,0.00191650390624879,1774.940272802,221583.873353
78600,0.0019189453124987843,1776.927344774,221584.0918232
78700,0.0019213867187487786,1779.029090333,221584.3098188
78800,0.0019238281249987729,1781.22716662,221584.5273405
78900,0.0019262695312487672,1783.31656418,221584.7443896
79000,0.0019287109374987615,1785.316373321,221584.9609668
79100,0.0019311523437487558,1787.381366114,221585.1770733
79200,0.0019335937499987501,1789.53602444,221585.3927101
79300,0.0019360351562487444,1791.589341154,221585.6078781
79400,0.0019384765624987387,1793.784080212,221585.8225783
79500,0.001940917968748733,1796.157743926,221586.0368117
79600,0.0019433593749987274,1798.98785672,221586.2505793
79700,0.0019458007812487217,1801.801675518,221586.4638821
79800,0.001948242187498716,1804.080298734,221586.676721
79900,0.0019506835937487103,1806.140318211,221586.8890971
80000,0.0019531249999987046,1808.372267573,221587.1010113
80100,0.001955566406248699,1810.28030877,221587.3124646
80200,0.001958007812498693,1812.38571393,221587.5234579
80300,0.0019604492187486875,1814.592206223,221587.7339923
80400,0.001962890624998682,1816.569233028,221587.9440687
80500,0.001965332031248676,1818.533574294,221588.153688
80600,0.0019677734374986705,1820.49092352,221588.3628513
80700,0.0019702148437486648,1822.493644415,221588.5715596
80800,0.001972656249998659,1824.627499245,221588.7798136
80900,0.0019750976562486534,1826.865465419,221588.9876145
81000,0.0019775390624986477,1828.900786272,221589.1949632
81100,0.001979980468748642,1831.001449636,221589.4018607
81200,0.0019824218749986363,1833.110858864,221589.6083078
81300,0.0019848632812486306,1835.236828103,221589.8143056
81400,0.001987304687498625,1837.319459727,221590.019855
81500,0.0019897460937486192,1839.287734143,221590.224957
81600,0.0019921874999986136,1841.284054686,221590.4296124
81700,0.001994628906248608,1843.33865139,221590.6338223
81800,0.001997070312498602,1845.696067691,221590.8375876
81900,0.0019995117187485965,1847.677340354,221591.0409092
82000,0.002001953124998591,1849.691738196,221591.2437881
82100,0.002004394531248585,1851.658502515,221591.4462251
82200,0.0020068359374985794,1853.545701917,221591.6482214
82300,0.0020092773437485737,1855.713653272,221591.8497776
82400,0.002011718749998568,1857.627613617,221592.050895
82500,0.0020141601562485623,1859.619440775,221592.2515742
82600,0.0020166015624985567,1861.58753586,221592.4518163
82700,0.002019042968748551,1863.471678051,221592.6516222
82800,0.0020214843749985453,1865.514604285,221592.8509928
82900,0.0020239257812485396,1867.461120903,221593.0499291
83000,0.002026367187498534,1869.469132585,221593.2484319
83100,0.002028808593748528,1871.372172932,221593.4465022
83200,0.0020312499999985225,1873.357206539,221593.6441408
83300,0.002033691406248517,1875.500791456,221593.8413488
83400,0.002036132812498511,1877.448746535,221594.0381271
83500,0.0020385742187485054,1879.5235373,221594.2344764
83600,0.0020410156249984998,1881.562470421,221594.4303978
83700,0.002043457031248494,1883.677989043,221594.6258922
83800,0.0020458984374984884,1885.64278172,221594.8209604
83900,0.0020483398437484827,1887.622074486,221595.0156034
84000,0.002050781249998477,1889.695875808,221595.209822
84100,0.0020532226562484713,1891.579490711,221595.4036173
84200,0.0020556640624984656,1893.920156929,221595.5969899
84300,0.00205810546874846,1896.119585708,221595.789941
84400,0.0020605468749984542,1898.194066396,221595.9824713
84500,0.0020629882812484486,1900.289750238,221596.1745817
84600,0.002065429687498443,1902.328785881,221596.3662732
84700,0.002067871093748437,1904.368241926,221596.5575467
84800,0.0020703124999984315,1906.388427179,221596.7484029
84900,0.002072753906248426,1908.440049768,221596.9388429
85000,0.00207519531249842,1910.334306289,221597.1288675
85100,0.0020776367187484144,1912.288176638,221597.3184775
85200,0.0020800781249984087,1914.20464171,221597.5076739
85300,0.002082519531248403,1916.073500563,221597.6964575
85400,0.0020849609374983973,1918.189844895,221597.8848292
85500,0.0020874023437483917,1920.204330342,221598.0727899
85600,0.002089843749998386,1922.317059807,221598.2603405
85700,0.0020922851562483803,1924.352064667,221598.4474818
85800,0.0020947265624983746,1926.328901534,221598.6342148
85900,0.002097167968748369,1928.360252721,221598.8205402
86000,0.002099609374998363,1930.336286882,221599.0064589
86100,0.0021020507812483575,1932.363070767,221599.1919718
86200,0.002104492187498352,1934.414765035,221599.3770798
86300,0.002106933593748346,1936.573361628,221599.5617837
86400,0.0021093749999983404,1938.446705707,221599.7460845
86500,0.0021118164062483348,1940.389884857,221599.9299828
86600,0.002114257812498329,1942.49259305,221600.1134797
86700,0.0021166992187483234,1944.327524952,221600.2965759
86800,0.0021191406249983177,1946.345589033,221600.4792723
86900,0.002121582031248312,1948.21047338,221600.6615698
87000,0.0021240234374983063,1950.124339752,221600.8434692
87100,0.0021264648437483006,1952.253947819,221601.0249714
87200,0.002128906249998295,1954.224600975,221601.2060771
87300,0.0021313476562482892,1956.239311112,221601.3867874
87400,0.0021337890624982835,1958.187340114,221601.5671029
87500,0.002136230468748278,1960.141001756,221601.7470245
87600,0.002138671874998272,1962.1689674,221601.9265531
87700,0.0021411132812482665,1964.134846855,221602.1056895
87800,0.002143554687498261,1966.186102159,221602.2844346
87900,0.002145996093748255,1968.188684725,221602.4627891
88000,0.0021484374999982494,1970.09529351,221602.6407539
88100,0.0021508789062482437,1972.051455592,221602.8183299
88200,0.002153320312498238,1973.977390879,221602.9955178
88300,0.0021557617187482323,1975.932129788,221603.1723186
88400,0.0021582031249982266,1978.008374202,221603.348733
88500,0.002160644531248221,1980.309177199,221603.5247618
88600,0.0021630859374982153,1982.584440554,221603.7004058
88700,0.0021655273437482096,1984.661177524,221603.875666
88800,0.002167968749998204,1986.765142814,221604.0505431
88900,0.002170410156248198,1988.912350025,221604.2250379
89000,0.0021728515624981925,1990.891904426,221604.3991512
89100,0.002175292968748187,1992.88731066,221604.5728839
89200,0.002177734374998181,1994.848558238,221604.7462367
89300,0.0021801757812481754,1996.783363429,221604.9192106
89400,0.0021826171874981697,1998.729883212,221605.0918062
89500,0.002185058593748164,2000.605469994,221605.2640244
89600,0.0021874999999981584,2002.532221333,221605.435866
89700,0.0021899414062481527,2004.49498355,221605.6073318
89800,0.002192382812498147,2006.380214562,221605.7784226
89900,0.0021948242187481413,2008.457732002,221605.9491392
90000,0.0021972656249981356,2010.27695054,221606.1194824
90100,0.00219970703124813,2012.2072043,221606.289453
90200,0.0022021484374981242,2014.748049652,221606.4590518
90300,0.0022045898437481185,2017.118904531,221606.6282796
90400,0.002207031249998113,2019.642762805,221606.7971372
90500,0.002209472656248107,2022.155689821,221606.9656254
90600,0.0022119140624981015,2024.586735887,221607.1337449
90700,0.0022143554687480958,2026.696434868,221607.3014966
90800,0.00221679687499809,2029.174090237,221607.4688812
90900,0.0022192382812480844,2032.149724201,221607.6358995
91000,0.0022216796874980787,2035.002863739,221607.8025524
91100,0.002224121093748073,2037.810820264,221607.9688405
91200,0.0022265624999980673,2039.864647849,221608.1347647
91300,0.0022290039062480616,2042.202238058,221608.3003257
91400,0.002231445312498056,2044.307810848,221608.4655244
91500,0.0022338867187480503,2046.588713539,221608.6303614
91600,0.0022363281249980446,2048.799038057,221608.7948376
91700,0.002238769531248039,2050.70688803,221608.9589538
91800,0.002241210937498033,2052.814229326,221609.1227106
91900,0.0022436523437480275,2054.806299124,221609.286109
92000,0.002246093749998022,2057.00559107,221609.4491496
92100,0.002248535156248016,2059.066670073,221609.6118332
92200,0.0022509765624980104,2061.155331537,221609.7741605
92300,0.0022534179687480047,2063.031231698,221609.9361324
92400,0.002255859374997999,2065.266138178,221610.0977497
92500,0.0022583007812479934,2067.67984934,221610.2590129
92600,0.0022607421874979877,2069.783808063,221610.419923
92700,0.002263183593747982,2071.893743429,221610.5804807
92800,0.0022656249999979763,2073.942701402,221610.7406866
92900,0.0022680664062479706,2076.267794396,221610.9005417
93000,0.002270507812497965,2078.688380909,221611.0600466
93100,0.0022729492187479592,2081.096356109,221611.219202
93200,0.0022753906249979535,2083.273465008,221611.3780088
93300,0.002277832031247948,2085.879890607,221611.5364677
93400,0.002280273437497942,2088.199462723,221611.6945794
93500,0.0022827148437479365,2090.488070896,221611.8523446
93600,0.0022851562499979308,2092.554231934,221612.0097642
93700,0.002287597656247925,2094.576290844,221612.1668388
93800,0.0022900390624979194,2096.645501061,221612.3235692
93900,0.0022924804687479137,2098.649169447,221612.4799561
94000,0.002294921874997908,2100.692553502,221612.6360003
94100,0.0022973632812479023,2102.827754978,221612.7917024
94200,0.0022998046874978966,2104.919904836,221612.9470633
94300,0.002302246093747891,2106.849444622,221613.1020837
94400,0.0023046874999978853,2108.977986729,221613.2567642
94500,0.0023071289062478796,2111.023293056,221613.4111057
94600,0.002309570312497874,2113.005558974,221613.5651088
94700,0.002312011718747868,2115.092732679,221613.7187743
94800,0.0023144531249978625,2117.168104092,221613.8721028
94900,0.002316894531247857,2119.337361627,221614.0250952
95000,0.002319335937497851,2121.563653276,221614.1777521
95100,0.0023217773437478454,2123.784796516,221614.3300743
95200,0.0023242187499978397,2126.090742157,221614.4820625
95300,0.002326660156247834,2128.338888747,221614.6337173
95400,0.0023291015624978284,2130.359444579,221614.7850396
95500,0.0023315429687478227,2132.217722628,221614.93603
95600,0.002333984374997817,2134.256238116,221615.0866892
95700,0.0023364257812478113,2136.520378959,221615.237018
95800,0.0023388671874978056,2138.594036286,221615.387017
95900,0.0023413085937478,2140.793890904,221615.536687
96000,0.002343749999997794,2142.990215737,221615.6860286
96100,0.0023461914062477885,2145.144538945,221615.8350426
96200,0.002348632812497783,2147.350291342,221615.9837297
96300,0.002351074218747777,2149.485783272,221616.1320906
96400,0.0023535156249977715,2151.469844239,221616.280126
96500,0.0023559570312477658,2153.637335786,221616.4278365
96600,0.00235839843749776,2155.69759789,221616.5752229
96700,0.0023608398437477544,2158.067346183,221616.7222859
96800,0.0023632812499977487,2160.369033955,221616.8690262
96900,0.002365722656247743,2162.597604844,221617.0154444
97000,0.0023681640624977373,2164.751735477,221617.1615413
97100,0.0023706054687477316,2166.834295451,221617.3073175
97200,0.002373046874997726,2168.908711917,221617.4527737
97300,0.0023754882812477202,2170.969628681,221617.5979107
97400,0.0023779296874977146,2173.389519465,221617.7427291
97500,0.002380371093747709,2175.478780408,221617.8872295
97600,0.002382812499997703,2177.982850866,221618.0314128
97700,0.0023852539062476975,2180.257391409,221618.1752795
97800,0.002387695312497692,2182.602528013,221618.3188303
97900,0.002390136718747686,2184.869645805,221618.462066
98000,0.0023925781249976804,2186.965255959,221618.6049871
98100,0.0023950195312476747,2189.242795907,221618.7475945
98200,0.002397460937497669,2191.525935309,221618.8898886
98300,0.0023999023437476633,2193.756512719,221619.0318703
98400,0.0024023437499976577,2196.128251564,221619.1735402
98500,0.002404785156247652,2198.104794101,221619.314899
98600,0.0024072265624976463,2200.400409715,221619.4559472
98700,0.0024096679687476406,2202.501794073,221619.5966857
98800,0.002412109374997635,2204.736691161,221619.7371151
98900,0.002414550781247629,2207.012392938,221619.8772359
99000,0.0024169921874976235,2209.365151317,221620.017049
99100,0.002419433593747618,2211.775133241,221620.156555
99200,0.002421874999997612,2213.7509209,221620.2957544
99300,0.0024243164062476064,2216.117392677,221620.4346481
99400,0.0024267578124976008,2218.382658417,221620.5732365
99500,0.002429199218747595,2220.800524946,221620.7115205
99600,0.0024316406249975894,2223.063070789,221620.8495006
99700,0.0024340820312475837,2225.613836792,221620.9871776
99800,0.002436523437497578,2227.897566076,221621.1245519
99900,0.0024389648437475723,2230.244448475,221621.2616244
100000,0.0024414062499975666,2232.506807628,221621.3983957
100100,0.002443847656247561,2234.776140143,221621.5348664
100200,0.0024462890624975552,2237.059986742,221621.6710371
100300,0.0024487304687475495,2239.426962368,221621.8069085
100400,0.002451171874997544,2241.939903531,221621.9424813
100500,0.002453613281247538,2244.241688971,221622.0777561
100600,0.0024560546874975325,2246.652141994,221622.2127335
100700,0.002458496093747527,2249.104985032,221622.3474142
100800,0.002460937499997521,2251.346288371,221622.4817988
100900,0.0024633789062475154,2253.747315352,221622.6158879
101000,0.0024658203124975097,2255.96898779,221622.7496823
101100,0.002468261718747504,2258.359551977,221622.8831824
101200,0.0024707031249974983,2260.616860702,221623.016389
101300,0.0024731445312474926,2262.955315946,221623.1493028
101400,0.002475585937497487,2265.298373603,221623.2819242
101500,0.0024780273437474813,2267.469742061,221623.414254
101600,0.0024804687499974756,2269.325001118,221623.5462928
101700,0.00248291015624747,2271.338134697,221623.6780412
101800,0.002485351562497464,2273.45006861,221623.8094998
101900,0.0024877929687474585,2275.66312152,221623.9406693
102000,0.002490234374997453,2278.306619355,221624.0715503
102100,0.002492675781247447,2280.669540841,221624.2021433
102200,0.0024951171874974414,2283.214858911,221624.3324492
102300,0.0024975585937474357,2285.449738207,221624.4624683
102400,0.00249999999999743,2287.647558339,221624.5922015
102500,0.0025024414062474244,2289.57390715,221624.7216492
102600,0.0025048828124974187,2291.56806233,221624.8508121
102700,0.002507324218747413,2293.601197493,221624.9796908
102800,0.0025097656249974073,2295.652621193,221625.108286
102900,0.0025122070312474016,2297.596814781,221625.2365982
103000,0.002514648437497396,2299.615135286,221625.3646281
103100,0.0025170898437473902,2301.725905464,221625.4923762
103200,0.0025195312499973845,2303.651719627,221625.6198432
103300,0.002521972656247379,2305.780445099,221625.7470297
103400,0.002524414062497373,2307.954463916,221625.8739363
103500,0.0025268554687473675,2310.075508543,221626.0005635
103600,0.0025292968749973618,2312.411704355,221626.1269121
103700,0.002531738281247356,2314.497804754,221626.2529825
103800,0.0025341796874973504,2316.607223144,221626.3787754
103900,0.0025366210937473447,2318.6181214,221626.5042915
104000,0.002539062499997339,2320.870477851,221626.6295312
104100,0.0025415039062473333,2322.938601995,221626.7544952
104200,0.0025439453124973276,2325.175863246,221626.8791841
104300,0.002546386718747322,2327.402861606,221627.0035985
104400,0.0025488281249973163,2329.560554252,221627.1277389
104500,0.0025512695312473106,2331.486733954,221627.2516061
104600,0.002553710937497305,2333.376269092,221627.3752004
104700,0.002556152343747299,2335.350122454,221627.4985227
104800,0.0025585937499972935,2337.333535684,221627.6215733
104900,0.002561035156247288,2339.469816293,221627.744353
105000,0.002563476562497282,2341.436001939,221627.8668623
105100,0.0025659179687472764,2343.539529556,221627.9891018
105200,0.0025683593749972707,2345.476430408,221628.111072
105300,0.002570800781247265,2347.418312068,221628.2327736
105400,0.0025732421874972594,2349.547323049,221628.3542072
105500,0.0025756835937472537,2351.555044841,221628.4753732
105600,0.002578124999997248,2353.517230538,221628.5962724
105700,0.0025805664062472423,2355.453182816,221628.7169053
105800,0.0025830078124972366,2357.496834243,221628.8372723
105900,0.002585449218747231,2359.579985397,221628.9573743
