n_clusters,inertia,silhouette_score
2,22.779488572601565,0.5101399473281483
3,13.680561896107374,0.4205574521940991
4,12.517055769207428,0.29028230079215345
5,9.582036745925436,0.24270939300619274
8,5.290509257261007,0.13601954787756151
10,1.8413986162116043,0.09992374000508508
