iteration,pressure_current,pressure_history_mean,pressure_residual_pa,pressure_ratio_to_threshold,velocity_current,velocity_history_mean,velocity_residual_m_s,velocity_ratio_to_threshold
186264,23682.67329151163,23682.556785016448,0.11650649518196587,116.50649518196587,6.095528064519372e-05,6.082736473518756e-05,1.279159100061575e-07,127.91591000615747
186364,23682.67542606371,23682.5591806713,0.11624539241165621,116.24539241165621,6.095762517131593e-05,6.082999445971128e-05,1.2763071160465486e-07,127.63071160465485
186464,23682.67755583017,23682.56157095829,0.11598487188166473,115.98487188166473,6.095996446626109e-05,6.083261832320185e-05,1.2734614305924384e-07,127.34614305924383
186564,23682.67968082178,23682.563955889396,0.11572493238418247,115.72493238418247,6.096229854159742e-05,6.0835236338597e-05,1.270622030004212e-07,127.0622030004212
186664,23682.68180104906,23682.566335476564,0.1154655724967597,115.4655724967597,6.096462740886043e-05,6.083784851880628e-05,1.2677889005415047e-07,126.77889005415047
186764,23682.68391652266,23682.568709731688,0.11520679097156972,115.20679097156972,6.096695107956757e-05,6.0840454876711087e-05,1.2649620285648495e-07,126.49620285648494
186864,23682.68602725333,23682.571078666675,0.11494858665537322,114.94858665537322,6.096926956520763e-05,6.084305542516485e-05,1.2621414004278003e-07,126.21414004278003
186964,23682.68813325135,23682.573442293382,0.11469095796928741,114.69095796928741,6.097158287724736e-05,6.084565017699292e-05,1.259327002544423e-07,125.9327002544423
187064,23682.69023452772,23682.57580062363,0.11443390409112908,114.43390409112908,6.09738910271254e-05,6.08482391449928e-05,1.2565188213260053e-07,125.65188213260052
187164,23682.6923310927,23682.57815366924,0.11417742346020532,114.17742346020532,6.097619402625485e-05,6.085082234193409e-05,1.2537168432075516e-07,125.37168432075515
187264,23682.69442295682,23682.580501441993,0.1139215148286894,113.9215148286894,6.097849188602995e-05,6.085339978055856e-05,1.2509210547139197e-07,125.09210547139196
187364,23682.69651013056,23682.582843953638,0.11366617692328873,113.66617692328873,6.098078461781454e-05,6.085597147358028e-05,1.248131442342659e-07,124.81314423426589
187464,23682.69859262446,23682.58518121591,0.11341140855074627,113.41140855074627,6.098307223294822e-05,6.085853743368561e-05,1.245347992626149e-07,124.5347992626149
187564,23682.70067044894,23682.58751324051,0.11315720843049348,113.15720843049348,6.09853547427498e-05,6.086109767353327e-05,1.2425706921653448e-07,124.25706921653448
187664,23682.70274361434,23682.589840039123,0.1129035752164782,112.9035752164782,6.09876321585083e-05,6.086365220575441e-05,1.23979952753884e-07,123.97995275388399
187764,23682.70481213119,23682.592161623394,0.11265050779547892,112.65050779547892,6.098990449149127e-05,6.0866201042952695e-05,1.2370344853857403e-07,123.70344853857402
187864,23682.70687600984,23682.594478004958,0.1123980048832891,112.3980048832891,6.099217175294128e-05,6.0868744197704296e-05,1.2342755523698167e-07,123.42755523698166
187964,23682.70893526055,23682.596789195402,0.11214606514840852,112.14606514840852,6.099443395407812e-05,6.087128168255798e-05,1.2315227152013934e-07,123.15227152013934
188064,23682.7109898937,23682.599095206315,0.11189468738666619,111.89468738666619,6.099669110609166e-05,6.0873813510035274e-05,1.2287759605638927e-07,122.87759605638927
188164,23682.71303991964,23682.601396049242,0.1116438703975291,111.6438703975291,6.099894322015474e-05,6.0876339692630285e-05,1.2260352752445494e-07,122.60352752445493
188264,23682.71508534859,23682.603691735716,0.11139361287496286,111.39361287496286,6.100119030741063e-05,6.0878860242810005e-05,1.2233006460062712e-07,122.33006460062711
188364,23682.71712619089,23682.605982277215,0.11114391367664211,111.14391367664211,6.100343237898196e-05,6.088137517301425e-05,1.2205720596770861e-07,122.05720596770861
188464,23682.71916245669,23682.60826768523,0.1108947714601527,110.8947714601527,6.100566944596251e-05,6.088388449565571e-05,1.2178495030679457e-07,121.78495030679457
188564,23682.72119415629,23682.610547971202,0.11064618508680724,110.64618508680724,6.100790151942674e-05,6.088638822312006e-05,1.21513296306678e-07,121.51329630667799
188664,23682.72322129978,23682.612823146563,0.11039815321782953,110.39815321782953,6.101012861042273e-05,6.0888886367765945e-05,1.2124224265678207e-07,121.24224265678205
188764,23682.7252438975,23682.6150932227,0.1101506748018437,110.1506748018437,6.101235072997422e-05,6.089137894192515e-05,1.2097178804907109e-07,120.97178804907108
188864,23682.72726195931,23682.61735821099,0.10990374831817462,109.90374831817462,6.101456788908295e-05,6.089386595790253e-05,1.2070193118042213e-07,120.70193118042212
188964,23682.72927549559,23682.61961812278,0.10965737281003385,109.65737281003385,6.101678009872269e-05,6.089634742797618e-05,1.2043267074651287e-07,120.43267074651287
189064,23682.73128451633,23682.621872969383,0.10941154694592115,109.41154694592115,6.101898736984766e-05,6.08988233643974e-05,1.2016400545025805e-07,120.16400545025805
189164,23682.73328903176,23682.624122762107,0.10916626965263276,109.16626965263276,6.10211897133881e-05,6.090129377939084e-05,1.198959339972558e-07,119.8959339972558
189264,23682.73528905173,23682.62636751222,0.10892153950771899,108.92153950771899,6.102338714024761e-05,6.090375868515449e-05,1.196284550931178e-07,119.6284550931178
189364,23682.73728458639,23682.628607230974,0.1086773554161482,108.6773554161482,6.102557966130604e-05,6.0906218093859774e-05,1.1936156744626788e-07,119.36156744626787
189464,23682.73927564575,23682.630841929582,0.10843371616647346,108.43371616647346,6.102776728742441e-05,6.090867201765158e-05,1.1909526977282772e-07,119.0952697728277
189564,23682.74126223976,23682.633071619253,0.10819062050723005,108.19062050723005,6.102995002943433e-05,6.0911120468648376e-05,1.1882956078595097e-07,118.82956078595096
189664,23682.74324437851,23682.635296311146,0.10794806736521423,107.94806736521423,6.103212789814505e-05,6.091356345894218e-05,1.1856443920287062e-07,118.56443920287062
189764,23682.74522207176,23682.63751601642,0.10770605533980415,107.70605533980415,6.103430090434661e-05,6.0916001000598703e-05,1.182999037479076e-07,118.29990374790759
189864,23682.74719532949,23682.639730746192,0.10746458329958841,107.46458329958841,6.103646905880035e-05,6.091843310565733e-05,1.1803595314301797e-07,118.03595314301796
189964,23682.74916416165,23682.641940511563,0.10722365008768975,107.22365008768975,6.103863237224648e-05,6.092085978613127e-05,1.1777258611521282e-07,117.77258611521282
190064,23682.75112857814,23682.6441453236,0.10698325453995494,106.98325453995494,6.104079085540319e-05,6.092328105400748e-05,1.1750980139571136e-07,117.50980139571136
190164,23682.75308858879,23682.64634519337,0.1067433954194712,106.7433954194712,6.104294451896146e-05,6.092569692124687e-05,1.1724759771458758e-07,117.24759771458757
190264,23682.7550442035,23682.648540131886,0.106504071613017,106.504071613017,6.104509337359305e-05,6.092810739978431e-05,1.1698597380873916e-07,116.98597380873916
190364,23682.75699543208,23682.65073015015,0.10626528192733531,106.26528192733531,6.104723742994562e-05,6.0930512501528596e-05,1.1672492841702215e-07,116.72492841702214
190464,23682.75894228412,23682.652915259136,0.10602702498363215,106.02702498363215,6.104937669863973e-05,6.093291223836261e-05,1.1646446027712706e-07,116.46446027712705
190564,23682.76088476955,23682.655095469803,0.10578929974508355,105.78929974508355,6.105151119027905e-05,6.0935306622143405e-05,1.162045681356484e-07,116.2045681356484
190664,23682.76282289829,23682.65727079307,0.10555210521852132,105.55210521852132,6.10536409154408e-05,6.0937695664702096e-05,1.1594525073869961e-07,115.9452507386996
190764,23682.76475667965,23682.659441239844,0.10531543980687275,105.31543980687275,6.105576588467407e-05,6.094007937784413e-05,1.1568650682994107e-07,115.68650682994107
190864,23682.7666861237,23682.66160682101,0.1050793026915926,105.0793026915926,6.105788610851737e-05,6.094245777334916e-05,1.1542833516820525e-07,115.42833516820524
190964,23682.7686112401,23682.663767547416,0.10484369268306182,104.84369268306182,6.106000159747625e-05,6.09448308629712e-05,1.151707345050469e-07,115.1707345050469
191064,23682.7705320383,23682.665923429897,0.10460860840248642,104.60860840248642,6.106211236203524e-05,6.094719865843871e-05,1.1491370359652698e-07,114.91370359652697
191164,23682.77244852805,23682.668074479265,0.10437404878393863,104.37404878393863,6.106421841266082e-05,6.09495611714545e-05,1.1465724120632298e-07,114.65724120632296
191264,23682.774360719,23682.670220706295,0.10414001270328299,104.14001270328299,6.106631975979011e-05,6.095191841369604e-05,1.1440134609407373e-07,114.40134609407373
191364,23682.77626862081,23682.672362121757,0.10390649905457394,103.90649905457394,6.106841641384083e-05,6.095427039681525e-05,1.1414601702558448e-07,114.14601702558447
191464,23682.77817224291,23682.674498736375,0.10367350653541507,103.67350653541507,6.107050838520837e-05,6.095661713243871e-05,1.1389125276966232e-07,113.89125276966232
191564,23682.78007159503,23682.676630560873,0.10344103415627615,103.44103415627615,6.107259568426244e-05,6.095895863216766e-05,1.1363705209478236e-07,113.63705209478235
191664,23682.78196668649,23682.678757605925,0.10320908056382905,103.20908056382905,6.107467832135494e-05,6.096129490757809e-05,1.1338341377685322e-07,113.3834137768532
191764,23682.78385752695,23682.680879882217,0.10297764473216375,102.97764473216375,6.107675630681218e-05,6.096362597022076e-05,1.1313033659141763e-07,113.13033659141762
191864,23682.78574412597,23682.68299740036,0.10274672560990439,102.74672560990439,6.107882965093796e-05,6.096595183162134e-05,1.128778193166204e-07,112.8778193166204
191964,23682.78762649294,23682.685110171005,0.1025163219346723,102.5163219346723,6.108089836401452e-05,6.09682725032803e-05,1.126258607342181e-07,112.6258607342181
192064,23682.78950463719,23682.68721820472,0.10228643246955471,102.28643246955471,6.108296245630116e-05,6.097058799667314e-05,1.1237445962802048e-07,112.37445962802047
192164,23682.79137856838,23682.68932151209,0.10205705629050499,102.05705629050499,6.108502193803504e-05,6.097289832325031e-05,1.12123614784724e-07,112.12361478472398
192264,23682.79324829571,23682.69142010366,0.10182819205147098,101.82819205147098,6.108707681943165e-05,6.097520349443743e-05,1.118733249942235e-07,111.8733249942235
192364,23682.79511382875,23682.693513989958,0.10159983879202628,101.59983879202628,6.108912711068183e-05,6.097750352163514e-05,1.116235890466849e-07,111.62358904668488
192464,23682.7969751768,23682.695603181473,0.10137199532618979,101.37199532618979,6.109117282195923e-05,6.0979798416219274e-05,1.1137440573995836e-07,111.37440573995836
192564,23682.79883234913,23682.6976876887,0.10114466043160064,101.14466043160064,6.109321396340803e-05,6.0982088189540956e-05,1.1112577386707616e-07,111.12577386707616
192664,23682.80068535513,23682.699767522063,0.10091783306779689,100.91783306779689,6.109525054515489e-05,6.0984372852926496e-05,1.108776922283957e-07,110.87769222839569
192764,23682.80253420416,23682.70184269202,0.10069151213974692,100.69151213974692,6.109728257730658e-05,6.0986652417677624e-05,1.1063015962895677e-07,110.63015962895676
192864,23682.80437890542,23682.703913208963,0.10046569645783165,100.46569645783165,6.109931006994434e-05,6.0988926895071424e-05,1.1038317487291148e-07,110.38317487291148
192964,23682.80621946827,23682.705979083297,0.1002403849743132,100.2403849743132,6.110133303312493e-05,6.0991196296360466e-05,1.1013673676446616e-07,110.13673676446615
193064,23682.80805590185,23682.70804032537,0.10001557647774462,100.01557647774462,6.110335147688983e-05,6.0993460632772747e-05,1.0989084411708349e-07,109.89084411708349
193164,23682.80988821544,23682.71009694552,0.099791269920388,99.791269920388,6.110536541125328e-05,6.099571991551189e-05,1.0964549574138692e-07,109.64549574138691
193264,23682.81171641835,23682.712148954066,0.0995674642836093,99.5674642836093,6.110737484621129e-05,6.0997974155757063e-05,1.0940069045422727e-07,109.40069045422726
193364,23682.81354051946,23682.714196361307,0.09934415815223474,99.34415815223474,6.110937979173502e-05,6.1000223364663176e-05,1.0915642707184551e-07,109.1564270718455
193464,23682.81536052832,23682.716239177505,0.09912135081322049,99.12135081322049,6.111138025777617e-05,6.100246755336078e-05,1.0891270441539539e-07,108.91270441539538
193564,23682.81717645369,23682.71827741291,0.09889904077863321,98.8990407786332,6.11133762542624e-05,6.1004706732956215e-05,1.0866952130618652e-07,108.66952130618651
193664,23682.81898830498,23682.72031107775,0.09867722723356565,98.67722723356565,6.11153677911012e-05,6.1006940914531664e-05,1.0842687656954005e-07,108.42687656954004
193764,23682.82079609119,23682.722340182223,0.09845590896657086,98.45590896657086,6.111735487818068e-05,6.100917010914514e-05,1.0818476903554086e-07,108.18476903554085
193864,23682.82259982134,23682.724364736503,0.0982350848353235,98.2350848353235,6.11193375253609e-05,6.101139432783064e-05,1.0794319753026227e-07,107.94319753026227
193964,23682.82439950464,23682.726384750764,0.0980147538757592,98.0147538757592,6.112131574248547e-05,6.101361358159807e-05,1.0770216088740766e-07,107.70216088740766
194064,23682.82619515005,23682.72840023513,0.09779491492008674,97.79491492008674,6.112328953937833e-05,6.1015827881433374e-05,1.0746165794495627e-07,107.46165794495626
194164,23682.82798676658,23682.730411199715,0.09757556686599855,97.57556686599855,6.11252589258373e-05,6.1018037238298624e-05,1.0722168753867146e-07,107.22168753867145
194264,23682.82977436326,23682.73241765461,0.09735670865120483,97.35670865120483,6.112722391164362e-05,6.1020241663132006e-05,1.0698224851161465e-07,106.98224851161464
194364,23682.831557949,23682.734419609875,0.09713833912610426,97.13833912610426,6.11291845065491e-05,6.102244116684791e-05,1.067433397011823e-07,106.7433397011823
194464,23682.83333753276,23682.73641707557,0.09692045718838926,96.92045718838926,6.113114072029301e-05,6.102463576033691e-05,1.0650495995610077e-07,106.50495995610076
194564,23682.83511312363,23682.73841006171,0.09670306192128919,96.70306192128919,6.113309256259001e-05,6.1026825454465924e-05,1.0626710812408678e-07,106.26710812408677
194664,23682.8368847304,23682.74039857829,0.09648615210971911,96.48615210971911,6.113504004312897e-05,6.10290102600782e-05,1.0602978305076995e-07,106.02978305076994
194764,23682.83865236212,23682.742382635293,0.09626972682599444,96.26972682599444,6.113698317158897e-05,6.1031190187993323e-05,1.057929835956509e-07,105.7929835956509
194864,23682.84041602757,23682.74436224268,0.09605378489141003,96.05378489141003,6.11389219576133e-05,6.10333652490074e-05,1.0555670860590424e-07,105.55670860590423
194964,23682.84217573541,23682.74633741039,0.09583832502175937,95.83832502175937,6.114085641083701e-05,6.103553545389294e-05,1.0532095694407314e-07,105.32095694407313
195064,23682.84393149486,23682.74830814832,0.0956233465403784,95.6233465403784,6.114278654086726e-05,6.103770081339906e-05,1.0508572746820133e-07,105.08572746820133
195164,23682.84568331452,23682.750274466365,0.09540884815578465,95.40884815578465,6.114471235729197e-05,6.103986133825148e-05,1.0485101904048641e-07,104.8510190404864
195264,23682.84743120315,23682.752236374403,0.09519482874748064,95.19482874748064,6.11466338696783e-05,6.104201703915252e-05,1.0461683052578224e-07,104.61683052578223
195364,23682.84917516974,23682.754193882276,0.09498128746417933,94.98128746417933,6.114855108757113e-05,6.104416792678121e-05,1.0438316078991848e-07,104.38316078991848
195464,23682.85091522297,23682.756146999796,0.09476822317446931,94.76822317446931,6.115046402049973e-05,6.104631401179335e-05,1.0415000870638198e-07,104.15000870638197
195564,23682.85265137154,23682.758095736786,0.09455563475421513,94.55563475421513,6.115237267796207e-05,6.104845530482149e-05,1.0391737314058226e-07,103.91737314058226
195664,23682.85438362413,23682.76004010303,0.09434352110110922,94.34352110110922,6.115427706944518e-05,6.105059181647508e-05,1.0368525297009903e-07,103.68525297009903
195764,23682.85611198955,23682.761980108266,0.09413188128382899,94.13188128382899,6.115617720441188e-05,6.105272355734038e-05,1.0345364707149555e-07,103.45364707149554
195864,23682.85783647632,23682.76391576224,0.09392071408001357,93.92071408001357,6.115807309230176e-05,6.10548505379807e-05,1.0322255432105047e-07,103.22255432105047
195964,23682.85955709337,23682.76584707468,0.09371001868930762,93.71001868930762,6.115996474254078e-05,6.105697276893622e-05,1.0299197360455633e-07,102.99197360455632
196064,23682.86127384928,23682.767774055268,0.09349979401304154,93.49979401304154,6.116185216452481e-05,6.105909026072428e-05,1.0276190380052795e-07,102.76190380052795
196164,23682.86298675249,23682.76969671368,0.09329003881066456,93.29003881066456,6.116373536763832e-05,6.10612030238392e-05,1.0253234379912178e-07,102.53234379912178
196264,23682.8646958118,23682.771615059577,0.09308075222361367,93.08075222361367,6.116561436123898e-05,6.106331106875255e-05,1.0230329248642851e-07,102.3032924864285
196364,23682.86640103571,23682.773529102575,0.0928719331350294,92.8719331350294,6.11674891546682e-05,6.106541440591301e-05,1.0207474875519311e-07,102.07474875519311
196464,23682.86810243287,23682.77543885229,0.09266358057720936,92.66358057720936,6.116935975724341e-05,6.106751304574653e-05,1.0184671149688664e-07,101.84671149688663
196564,23682.86980001181,23682.777344318318,0.09245569349150173,92.45569349150173,6.117122617826207e-05,6.106960699865637e-05,1.0161917960570417e-07,101.61917960570416
196664,23682.87149378091,23682.779245510217,0.09224827069192543,92.24827069192543,6.117308842700497e-05,6.107169627502301e-05,1.0139215198195302e-07,101.392151981953
196764,23682.8731837489,23682.781142437536,0.09204131136357319,92.04131136357319,6.117494651272614e-05,6.107378088520444e-05,1.0116562752169852e-07,101.16562752169851
196864,23682.87486992426,23682.7830351098,0.0918348144623451,91.8348144623451,6.11768004446677e-05,6.107586083953604e-05,1.009396051316583e-07,100.9396051316583
196964,23682.87655231529,23682.784923536507,0.09162877878407016,91.62877878407016,6.117865023204346e-05,6.107793614833063e-05,1.0071408371283084e-07,100.71408371283084
197064,23682.87823093046,23682.78680772715,0.09142320331011433,91.42320331011433,6.118049588405443e-05,6.10800068218786e-05,1.004890621758369e-07,100.48906217583689
197164,23682.87990577843,23682.788687691176,0.09121808725467417,91.21808725467417,6.118233740987384e-05,6.108207287044788e-05,1.0026453942595754e-07,100.26453942595754
197264,23682.88157686754,23682.790563438033,0.09101342950816615,91.01342950816615,6.118417481866092e-05,6.108413430428407e-05,1.000405143768493e-07,100.04051437684929
197364,23682.88324420604,23682.792434977146,0.09080922889552312,90.80922889552312,6.118600811955331e-05,6.108619113361038e-05,9.981698594292764e-08,99.81698594292763
197464,23682.88490780256,23682.7943023179,0.09060548466004548,90.60548466004548,6.118783732166801e-05,6.108824336862776e-05,9.959395304024788e-08,99.59395304024788
197564,23682.88656766526,23682.79616546968,0.09040219557937235,90.40219557937235,6.1189662434101e-05,6.109029101951496e-05,9.937141458603088e-08,99.37141458603087
197664,23682.88822380258,23682.798024441843,0.09019936073673307,90.19936073673307,6.119148346593003e-05,6.109233409642848e-05,9.914936950154967e-08,99.14936950154967
197764,23682.88987622279,23682.79987924373,0.08999697906256188,89.99697906256188,6.119330042621229e-05,6.10943726095027e-05,9.89278167095952e-08,98.92781670959519
197864,23682.89152493433,23682.801729884643,0.08979504968738183,89.79504968738183,6.119511332398464e-05,6.109640656884989e-05,9.870675513474732e-08,98.70675513474731
197964,23682.89316994541,23682.80357637388,0.08959357153071323,89.59357153071323,6.119692216826813e-05,6.109843598456033e-05,9.848618370779296e-08,98.48618370779296
198064,23682.89481126405,23682.805418720734,0.08939254331562552,89.39254331562552,6.119872696805561e-05,6.110046086670224e-05,9.82661013533662e-08,98.26610135336618
