metric,coarse,base,fine,relative_C_B,relative_B_F,trend,observed_order_p,richardson_extrapolated,GCI_CB_percent,GCI_BF_percent,pass
inlet_gauge_pressure_pa,535.0780002033825,531.4319468322509,,,,,,,,,False
DeltaP01_pa,520.5330221021081,516.8869687309766,,,,,,,,,False
DeltaP02_pa,402.873450980207,399.2273976090754,,,,,,,,,False
DeltaP03_pa,548.7786268766939,545.1325735055624,,,,,,,,,False
outlet_01_flow_fraction,0.05255124166845588,0.052038316344658456,,,,,,,,,False
outlet_02_flow_fraction,0.7282316960827581,0.7318288236490347,,,,,,,,,False
outlet_03_flow_fraction,0.2192170622487861,0.21613286000630685,,,,,,,,,False
