port_id,role,local_node_id,global_edge_id,x_um,y_um,z_um,radius_um,diameter_um,alpha_on_global_edge,position_error_um,radius_relative_error,P_1D_pa,P_1D_mmHg,Q_1D_m3_s,Q_1D_pL_s,signed_parent_to_child_flow_m3_s,bc_type,bc_value_si,nominal_cross_section_area_m2,nominal_mean_velocity_mm_s,simulation_tangent_x,simulation_tangent_y,simulation_tangent_z,outward_normal_x,outward_normal_y,outward_normal_z,extension_length_um,extension_end_x_um,extension_end_y_um,extension_end_z_um
raw-analysis__fMOST_0_5_6_0_0_6_0001_02_01__anchor_003274__cut_000,ASSUMED_INLET,106,814,103.26659863945578,46.999183673469396,147.18,1.5873904761904762,3.1747809523809525,0.034013605442174966,0.0,0.0,216.4568319618629,1.623559756141286,7.693508475538942e-16,0.7693508475538942,7.693508475538942e-16,VOLUMETRIC_FLOW_RATE,7.693508475538942e-16,7.916211947137893e-12,0.09718674192800675,-0.025171674142854695,-0.6720836996142563,-0.7400472197999666,0.025171674142854695,0.6720836996142563,0.7400472197999666,15.873904761904763,103.66617139749715,57.66777631317471,158.92743908641708
raw-analysis__fMOST_0_5_6_0_0_6_0001_02_01__anchor_003274__cut_001,ASSUMED_OUTLET,107,897,113.4174358974359,122.04,100.41025641025641,1.1735384615384614,2.347076923076923,0.371794871794879,0.0,0.0,16.977412692870246,0.12734106732377387,4.848702368821955e-17,0.04848702368821955,4.848702368821955e-17,PRESSURE_DIRICHLET,16.977412692870246,4.326577905641529e-12,0.011206783916914138,0.025498922693272596,0.99445798503768,-0.10199569077309038,0.025498922693272596,0.99445798503768,-0.10199569077309038,11.735384615384614,113.71667556251941,133.71034693825757,99.21329774992236
raw-analysis__fMOST_0_5_6_0_0_6_0001_02_01__anchor_003274__cut_002,ASSUMED_OUTLET,108,1975,90.03999999999999,48.091272727272724,110.9109090909091,1.1528563636363636,2.305712727272727,0.890909090909093,0.0,0.0,152.02979249527363,1.1403172198017069,3.815211583944251e-16,0.38152115839442513,3.815211583944251e-16,PRESSURE_DIRICHLET,152.02979249527363,4.175421037376941e-12,0.0913730986597946,-0.9064634285530159,-0.42026940778367083,-0.041202883116041394,-0.9064634285530159,-0.42026940778367083,-0.041202883116041394,11.528563636363636,79.58977867989019,43.246170115221815,110.43589903090417
