port,property_row,cell_index_zero_based,tree_id,normal_index_one_based,incoming_pdf_index_one_based,outgoing_storage_pdf_index_one_based,old_outgoing_pdf,replacement_incoming_equilibrium_pdf,domain_mass_delta_lattice,signed_port_mass_flow_kg_s
inlet,61526,183797,87650694,9,9,8,0.028131228503531072,0.028136312748098944,5.084244567871848e-06,1.7593015545602612e-15
inlet,61526,183797,87650694,9,12,13,0.028132831599797303,0.028136303527018087,3.47192722078421e-06,1.201391253962138e-15
inlet,61527,183798,87650695,9,9,8,0.028131836642201598,0.02813631167858887,4.47503638727198e-06,1.5484971990906344e-15
inlet,61527,183798,87650695,9,12,13,0.028132171975500313,0.028136307589023354,4.13561352304026e-06,1.4310466782267033e-15
inlet,61528,183799,87650696,7,7,10,0.02813579153939422,0.0281371811682402,1.3896288459797068e-06,4.808533807446657e-16
inlet,61528,183799,87650696,7,11,14,0.02813585928682541,0.028137292731560938,1.4334447355282554e-06,4.960149965104211e-16
inlet,61540,183823,87650736,9,9,8,0.028130509874700813,0.02813630259572372,5.792721022905567e-06,2.0044557189736953e-15
inlet,61540,183823,87650736,9,12,13,0.028134034364888677,0.02813632743295716,2.2930680684818405e-06,7.934705271822168e-16
inlet,61543,183826,87650743,3,7,10,0.02813606156216899,0.02813665923430827,5.976721392797479e-07,2.0681253816874235e-16
inlet,61543,183826,87650743,3,9,8,0.02813039477768099,0.028136630384640576,6.235606959587026e-06,2.1577075750744556e-15
inlet,61544,183827,87650744,3,7,10,0.028136426636446596,0.02813705442066655,6.277842199524375e-07,2.1723222385287957e-16
inlet,61544,183827,87650744,3,9,8,0.02813022747728653,0.028137030284186595,6.802806900064323e-06,2.35397581585381e-15
inlet,61547,183832,87650749,3,7,10,0.02813626426851505,0.028136885844012686,6.215754976349186e-07,2.150838191726507e-16
inlet,61547,183832,87650749,3,9,8,0.028130967780321644,0.028136828159711816,5.860379390171949e-06,2.027867549211551e-15
inlet,61548,183833,87650750,7,7,10,0.02813604677617516,0.028137663861133595,1.6170849584350167e-06,5.595600375340655e-16
inlet,61548,183833,87650750,7,11,14,0.028135698236240736,0.02813823125441302,2.5330181722856004e-06,8.765004807974402e-16
inlet,61549,183834,87650751,3,3,6,0.05626224944281948,0.056277059958903565,1.4810516084082237e-05,5.1248840654162636e-15
inlet,61549,183834,87650751,3,7,10,0.02813632770173472,0.028137961005477045,1.633303742323844e-06,5.651722246206191e-16
inlet,61549,183834,87650751,3,11,14,0.028135828264816563,0.02813847407919934,2.6458143827789993e-06,9.15531362538168e-16
inlet,61550,183835,87650752,3,3,6,0.05626127030443187,0.05627663086634936,1.536056191749069e-05,5.315216469154257e-15
inlet,61550,183835,87650752,3,7,10,0.028135641613175333,0.02813810168534345,2.4600721681179716e-06,8.512589691396352e-16
inlet,61550,183835,87650752,3,11,14,0.028135217015028847,0.02813861966174524,3.402646716391816e-06,1.1774181154847977e-15
inlet,61550,183835,87650752,3,12,13,0.028132785958182263,0.02813801120789309,5.2252497108259965e-06,1.8080935754570967e-15
inlet,61551,183840,87650757,3,3,6,0.0562620815654405,0.056276913657983714,1.4832092543215492e-05,5.132350169296261e-15
inlet,61551,183840,87650757,3,7,10,0.02813623446107998,0.028137877977967213,1.6435168872334927e-06,5.687062799707565e-16
inlet,61551,183840,87650757,3,11,14,0.028135238533813778,0.02813877383457118,3.535300757400578e-06,1.2233204039073827e-15
inlet,61552,183841,87650758,3,3,6,0.05626192202669712,0.05627747826743862,1.5556240741496086e-05,5.38292722827915e-15
inlet,61552,183841,87650758,3,7,10,0.02813641726755882,0.028138080283855997,1.663016297177855e-06,5.754536623537571e-16
inlet,61552,183841,87650758,3,11,14,0.02813474892973637,0.028139043923549198,4.294993812829079e-06,1.4861970526527514e-15
inlet,61552,183841,87650758,3,12,13,0.028134141469199365,0.02813843434719045,4.292877991085575e-06,1.4854649146855811e-15
inlet,61553,183842,87650759,3,3,6,0.056260834747960065,0.05627822530190523,1.7390553945166587e-05,6.01765477289031e-15
inlet,61553,183842,87650759,3,7,10,0.02813600282081332,0.028138860492336958,2.8576715236372507e-06,9.8884030593792e-16
inlet,61553,183842,87650759,3,9,8,0.02813009013304347,0.02813936481182766,9.274678784192136e-06,3.209317841668308e-15
inlet,61553,183842,87650759,3,11,14,0.02813468341533532,0.02813897334647668,4.289931141359532e-06,1.4844452160391303e-15
inlet,61553,183842,87650759,3,12,13,0.028133174479943342,0.0281392519561181,6.077476174756041e-06,2.1029895669489274e-15
