classification,location_evidence,cell_index,tree_id,direction_index_zero_based,direction,q_seeder,q_oracle,triangle_aabb_candidate_count,port_boundary_labels,x_m,y_m,z_m
SEEDER_ONLY_INTERSECTION,BOUNDARY_CAP_CELL,399556,625318250,6,0 -1 -1,1.0,,1,outlet_03,0.00017800584850211152,0.00013907635942453768,0.00012859101432548386
SEEDER_ONLY_INTERSECTION,BOUNDARY_CAP_CELL,399556,625318250,15,-1 1 0,1.0,,2,outlet_03,0.00017800584850211152,0.00013907635942453768,0.00012859101432548386
SEEDER_ONLY_INTERSECTION,BOUNDARY_CAP_CELL,399559,625318256,2,0 0 -1,1.0,,0,outlet_03,0.00017800584850211152,0.00013923020557838386,0.00012874486047933001
SEEDER_ONLY_INTERSECTION,BOUNDARY_CAP_CELL,399559,625318256,4,0 1 0,1.0,,0,outlet_03,0.00017800584850211152,0.00013923020557838386,0.00012874486047933001
SEEDER_ONLY_INTERSECTION,BOUNDARY_CAP_CELL,399559,625318256,10,-1 0 -1,1.0,,3,outlet_03,0.00017800584850211152,0.00013923020557838386,0.00012874486047933001
SEEDER_ONLY_INTERSECTION,BOUNDARY_CAP_CELL,399559,625318256,15,-1 1 0,1.0,,3,outlet_03,0.00017800584850211152,0.00013923020557838386,0.00012874486047933001
SEEDER_ONLY_INTERSECTION,BOUNDARY_CAP_CELL,400367,625320026,2,0 0 -1,1.0,,0,outlet_03,0.00017800584850211152,0.00013938405173222998,0.0001288987066331762
SEEDER_ONLY_INTERSECTION,BOUNDARY_CAP_CELL,400367,625320026,10,-1 0 -1,1.0,,2,outlet_03,0.00017800584850211152,0.00013938405173222998,0.0001288987066331762
SEEDER_ONLY_INTERSECTION,BOUNDARY_CAP_CELL,400370,625320032,0,-1 0 0,1.0,,2,outlet_03,0.00017800584850211152,0.00013953789788607616,0.00012905255278702234
SEEDER_ONLY_INTERSECTION,BOUNDARY_CAP_CELL,400377,625320060,9,0 1 1,1.0,,0,outlet_03,0.00017800584850211152,0.00013953789788607616,0.0001292063989408685
SEEDER_ONLY_INTERSECTION,BOUNDARY_CAP_CELL,400380,625320064,4,0 1 0,1.0,,0,outlet_03,0.00017800584850211152,0.00013953789788607616,0.00012936024509471465
