iteration,restart_binary,restart_sha256,R_mass_short,R_mass_long,R_velocity,R_pressure,R_inlet,R_conservation_identity,boundary_window_closure,mean_outlet_01,mean_outlet_02,mean_outlet_03,significant_time_averaged_backflow,minimum_pdf,maximum_lattice_speed,inlet_globbc
369166,\\wsl.localhost\Ubuntu\home\lzy\u3da\f_195500\restart\a3274_9.013E-03.lsb,8683cc02f64bac15483154a784f4035ef5324dec95cd64b20f2fa62ccbae4252,0.013772708546046676,0.015430422884470274,0.0014156991335001138,0.00042387685124480225,1.2177496620202881e-11,5.101930221603317e-10,1.3164375391833552e-05,2.4449143771119583e-13,1.3556730249488814e-12,1.2680141581666933e-12,False,0.027757008607307208,0.00011114469464897063,287
374166,\\wsl.localhost\Ubuntu\home\lzy\u3da\f_195500\restart\a3274_9.135E-03.lsb,c55f84fe0e71fc8939899fe26bb238c753f47a0a31839a53448e173a37daf52f,0.01236391720526294,0.013852680166479796,0.001269884496703766,0.0003803511848367201,1.4744806210739233e-12,5.101930221603317e-10,1.182975019395792e-05,2.4492301532395665e-13,1.3582068531013971e-12,1.269123291662558e-12,False,0.02775700495859553,0.00011122620326758192,287
379166,\\wsl.localhost\Ubuntu\home\lzy\u3da\f_195500\restart\a3274_9.257E-03.lsb,c89b8848a671d5bf7dc4d00fa821b43b4ae12794ddb122afc6ecb620bea6fa97,0.0110988540077156,0.01243578127688114,0.0011391440779572183,0.0003412989325750488,3.726658584226927e-12,5.101930221603317e-10,1.0628913543996454e-05,2.4531096782016725e-13,1.3604807306834026e-12,1.2701203132208708e-12,False,0.027757001679324406,0.00011129932651048635,287
384166,\\wsl.localhost\Ubuntu\home\lzy\u3da\f_195500\restart\a3274_9.379E-03.lsb,efab1faa0d4740b9f60eced207ca7546344b29dac0a364f86c3eeb25fccd9bc5,0.00996292949274039,0.011163423349001667,0.0010219085826727692,0.00030625957067998777,6.996620867660605e-12,5.101930221603317e-10,9.548764529971633e-06,2.4565964327318993e-13,1.3625213301250201e-12,1.27101639643272e-12,False,0.02775699873254866,0.00011136492933662012,287
389166,\\wsl.localhost\Ubuntu\home\lzy\u3da\f_195500\restart\a3274_9.501E-03.lsb,288696743c68e66128154c225e8382532fd46808dc501b6fc7a33d28ddd5ef83,0.00894302050177381,0.010020937254744705,0.0009167742442842172,0.0002748201309169372,9.051334977380052e-12,5.101930221603317e-10,8.57741117670958e-06,2.4597296870199955e-13,1.3643525864080544e-12,1.2718216329731704e-12,False,0.027756996084925722,0.0001114237870336484,287
394166,\\wsl.localhost\Ubuntu\home\lzy\u3da\f_195500\restart\a3274_9.623E-03.lsb,8e0c3fcac06af6426441cccab7c6396240d547d1ebd8fa1e04f0d3d8f9e1012a,0.00802732570831694,0.008995127600528667,0.0008224849377659302,0.0002466102614784296,6.205507722375847e-12,5.101930221603317e-10,7.704082772457956e-06,2.4625448835157734e-13,1.3659959781542836e-12,1.2725451309430385e-12,False,0.02775699370638296,0.00011147659460187256,287
399166,\\wsl.localhost\Ubuntu\home\lzy\u3da\f_195500\restart\a3274_9.745E-03.lsb,084d7805e598149febc2cbe04829460c7fd5d31cd4a776167659f1712585263c,0.007205234813018498,0.008074127657396152,0.0007379163104136028,0.00022129780650878732,5.378479353925892e-12,5.101930221603317e-10,6.91905099660921e-06,2.4650739901273226e-13,1.3674707798239466e-12,1.2731951056094697e-12,False,0.02775699156981176,0.0001115239751399348,287
404166,\\wsl.localhost\Ubuntu\home\lzy\u3da\f_195500\restart\a3274_9.867E-03.lsb,271b390cdf8a49a0cfad513dbcc80013cf11932eff474819b2566057cdb8ce43,0.006467210220196253,0.007247267964256597,0.0006620616856185049,0.0001985848488605433,5.6483326454900796e-12,5.101930221603317e-10,6.213508692193689e-06,2.4673458249452097e-13,1.368794287998617e-12,1.2737789628359517e-12,False,0.027756989650787302,0.00011156648734011441,287
409166,\\wsl.localhost\Ubuntu\home\lzy\u3da\f_195500\restart\a3274_9.989E-03.lsb,a9f62457aa3bc456bf830026efe52ba65b334c43d551863f2529df0d3de049ee,0.005804680073094633,0.006504957443056566,0.0005940195283374488,0.000178204165744961,1.1509920662770397e-11,5.101930221603317e-10,5.57949641947864e-06,2.4693863538931177e-13,1.3699820244157752e-12,1.2743033755583662e-12,False,0.027756987927312293,0.00011160463219162385,287
414166,\\wsl.localhost\Ubuntu\home\lzy\u3da\f_195500\restart\a3274_10.111E-03.lsb,e8037d771835898ee352a3b9f9cbf95825d15611ebc5dd243c2771f31a626ee6,0.005209941674312338,0.005838575947254296,0.0005329822883813718,0.00015991605449237436,8.153314650300058e-12,5.101930221603317e-10,5.009852537180516e-06,2.4712189628543863e-13,1.3710479181474901e-12,1.274774353705136e-12,False,0.027756986379583272,0.00011163885897708621,287
419166,\\wsl.localhost\Ubuntu\home\lzy\u3da\f_195500\restart\a3274_10.234E-03.lsb,f6d2088f693aa470233b0160ef3103052e5ceb692849978f0fce14ff978721ae,0.004676074323757481,0.005240377198426056,0.0004782264625737431,0.00014350548888419473,8.857504570648034e-12,5.101930221603317e-10,4.498106161007784e-06,2.472864705901681e-13,1.3720044690681038e-12,1.2751973079802019e-12,False,0.02775698498977795,0.00011166957063870379,287
424166,\\wsl.localhost\Ubuntu\home\lzy\u3da\f_195500\restart\a3274_10.356E-03.lsb,f0be82c0dbe8bc361f00156a9b9aa28a52646125b3a8e549587757477095c32e,0.00419686070231118,0.004703401188311759,0.00042910373508870005,0.00012877957108157158,8.778407230914564e-12,5.101930221603317e-10,4.038416868587399e-06,2.4743425312979705e-13,1.3728628945347958e-12,1.275577107934847e-12,False,0.027756983741861772,0.00011169712858177671,287
429166,\\wsl.localhost\Ubuntu\home\lzy\u3da\f_195500\restart\a3274_10.478E-03.lsb,e311779646eac5c59528f3e99446bbaf54a63591f4f60047ea5f1fb36d536859,0.0037667159945404837,0.004221395159148982,0.00038503307327543754,0.00011556524789233709,3.1105098724162054e-12,5.101930221603317e-10,3.6255290902505986e-06,2.4756694869106436e-13,1.373633261006702e-12,1.2759181347505076e-12,False,0.027756982621412605,0.00011172185697554356,287
434166,\\wsl.localhost\Ubuntu\home\lzy\u3da\f_195500\restart\a3274_10.600E-03.lsb,f719d3f598d76067901eac27648022a3bbef9cae50baf1a99d5db037330999b9,0.003380624050775295,0.003788742376543238,0.0003454936726847009,0.00010370726437328325,1.9318197624374454e-11,5.101930221603317e-10,3.2547157123758406e-06,2.476860906635208e-13,1.3743246021507675e-12,1.276224329143635e-12,False,0.027756981615461567,0.00011174404660527139,287
439166,\\wsl.localhost\Ubuntu\home\lzy\u3da\f_195500\restart\a3274_10.722E-03.lsb,57fd97658caa47cf26d83dd954681f3e23ed7d8103c9da1b61bf9753beac4698,0.0030340798843341496,0.0034003979394373164,0.0003100186559959131,9.306632928559614e-05,4.322543843279075e-12,5.101930221603317e-10,2.9217174622831842e-06,2.477930579373473e-13,1.37494502482273e-12,1.2764992347878679e-12,False,0.02775698071234923,0.0001117639583222522,287
444166,\\wsl.localhost\Ubuntu\home\lzy\u3da\f_195500\restart\a3274_10.844E-03.lsb,02c11f6e08664244b02827c2769abadf272b75c6dc352e3edd679ff131f0561e,0.002723037892719518,0.003051830971747406,0.0002781894422394387,8.351747003224458e-05,2.269506708960337e-12,5.101930221603317e-10,2.6227026388252925e-06,2.478890902025338e-13,1.375501804168901e-12,1.2767460376282121e-12,False,0.02775697990159532,0.00011178182613549085,287
449166,\\wsl.localhost\Ubuntu\home\lzy\u3da\f_195500\restart\a3274_10.966E-03.lsb,0f6daef7d98e1fc36fa69cce633496e3bf3944a7deab32fc560e8ca28186b021,0.002443865283245388,0.002738972583789769,0.00024963071356101066,7.494855847778435e-05,6.858130649152003e-12,5.101930221603317e-10,2.354214495753285e-06,2.479753017864498e-13,1.3760014689664925e-12,1.2769676014405825e-12,False,0.027756979173781088,0.0001117978599815506,287
454166,\\wsl.localhost\Ubuntu\home\lzy\u3da\f_195500\restart\a3274_11.088E-03.lsb,18ab65e10dc8e0b958ad9c689b1c26d1965983993227a987707cd8eea1423ae1,0.0021933001459273813,0.0024581690193234496,0.00022400591293236972,6.725898827393419e-05,4.111524438689782e-12,5.101930221603317e-10,2.1131492581083714e-06,2.4805269415868577e-13,1.3764498782050213e-12,1.277166499966604e-12,False,0.02775697852044312,0.00011181224820760149,287
459166,\\wsl.localhost\Ubuntu\home\lzy\u3da\f_195500\restart\a3274_11.210E-03.lsb,465f4b0cecf6ef2a40084a4d5ce789dd94873d31ae9d9265179b5a21fdad04b3,0.001968413758981247,0.002206139521113317,0.00020101321714923533,6.035848927758896e-05,3.489366565026518e-12,5.101930221603317e-10,1.8967214430177186e-06,2.4812216722303817e-13,1.3768522898077833e-12,1.2773450459319918e-12,False,0.0277569779339774,0.00011182515979654138,287
464166,\\wsl.localhost\Ubuntu\home\lzy\u3da\f_195500\restart\a3274_11.332E-03.lsb,03323a2198c37bf0bb692b4f724e9aa7607f1990dd74946ea1e87cb86d1f1ff3,0.0017665766945047026,0.001979938420216042,0.00018038193332866513,5.4166064481462144e-05,1.512464113899996e-11,5.101930221603317e-10,1.7024153860951757e-06,2.481845295073333e-13,1.3772134223006177e-12,1.2775053172325521e-12,False,0.02775697740755298,0.00011183674636210832,287
469166,\\wsl.localhost\Ubuntu\home\lzy\u3da\f_195500\restart\a3274_11.454E-03.lsb,276edc811b69b3511dd2836d37bbab0e0e4dfbbe1b084c2222ee0d85082928c7,0.001585428331989193,0.0017769210454852194,0.0001618692717090115,4.860903589604786e-05,5.848870953824937e-12,5.101930221603317e-10,1.5279790766037536e-06,2.4824050735295285e-13,1.3775375101529538e-12,1.2776491805497078e-12,False,0.027756976935033914,0.00011184714393749493,287
469900,\\wsl.localhost\Ubuntu\home\lzy\u3da\f_195500\restart\a3274_11.472E-03.lsb,e180af2993dc4b0a1556775d14fbad0a5e7a7427f5a756507719e518726e11bf,0.0015733544373813643,0.0017638913919486847,0.00017242543157943297,5.1779182479387036e-05,4.5701772107838606e-12,5.101930221603317e-10,1.4244427292463097e-06,2.4824426716391127e-13,1.3775592740813523e-12,1.2776588432834612e-12,False,0.027756976869866154,0.0001118485777378498,287
