boundary_index,port_id,role,boundary_origin,vmtk_cap_entity_id,triangle_count,area_um2,predicted_end_distance_um,stl_path
0,raw-analysis__fMOST_0_5_6_0_0_6_0001_02_01__anchor_003274__cut_000,ASSUMED_INLET,CUT_PORT,4,58,7.8253125606403575,0.16632009453685076,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\outputs\cfd_surface_prepare\vmtk_tps_boundarynormal_caponly_anchor003274_20260826_165659\boundaries\inlet.stl
1,raw-analysis__fMOST_0_5_6_0_0_6_0001_02_01__anchor_003274__cut_001,ASSUMED_OUTLET,CUT_PORT,3,60,4.429199272611091,0.24124794747962217,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\outputs\cfd_surface_prepare\vmtk_tps_boundarynormal_caponly_anchor003274_20260826_165659\boundaries\outlet_01.stl
2,raw-analysis__fMOST_0_5_6_0_0_6_0001_02_01__anchor_003274__cut_002,ASSUMED_OUTLET,CUT_PORT,5,63,4.332124304370955,0.21332888248973858,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\outputs\cfd_surface_prepare\vmtk_tps_boundarynormal_caponly_anchor003274_20260826_165659\boundaries\outlet_02.stl
3,raw-analysis__fMOST_0_5_6_0_0_6_0001_02_01__anchor_003274__terminal_000,ASSUMED_OUTLET,TRUE_TERMINAL,2,53,5.117929528636958,0.19483507119237958,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\outputs\cfd_surface_prepare\vmtk_tps_boundarynormal_caponly_anchor003274_20260826_165659\boundaries\outlet_03.stl
