cell_index,tree_id,center_x_m,center_y_m,center_z_m,normalInd,normal_vector,classification,rim_distance_m,rim_distance_over_dx,inside_physical_inlet
185096,87770340,0.0001027827715790346,5.8776359424537687e-05,0.00015870639894086848,11,"(-1,0,-1)",diagonal,6.5607516445851428e-08,0.32803758222925716,True
185097,87771218,0.0001027827715790346,5.8976359424537685e-05,0.00015870639894086848,7,"(0,-1,-1)",diagonal,1.0035396185821274e-07,0.50176980929106374,False
185098,87771273,0.00010298277157903459,5.8976359424537685e-05,0.00015870639894086848,3,"(0,0,-1)",clean_cardinal,3.3325066849669861e-09,0.016662533424834931,False
185099,87771274,0.00010318277157903459,5.8976359424537685e-05,0.00015870639894086848,9,"(0,1,-1)",diagonal,7.3215661938533761e-08,0.3660783096926688,True
185100,87771276,0.00010318277157903459,5.917635942453769e-05,0.00015870639894086848,7,"(0,-1,-1)",diagonal,1.1550376040737809e-07,0.57751880203689043,False
185101,87771283,0.00010338277157903459,5.917635942453769e-05,0.00015870639894086848,7,"(0,-1,-1)",diagonal,6.833671037386268e-08,0.34168355186931343,False
185102,87771284,0.00010358277157903459,5.917635942453769e-05,0.00015870639894086848,3,"(0,0,-1)",clean_cardinal,4.615618725504345e-08,0.23078093627521726,False
194704,89448303,0.0001037827715790346,5.5976359424537686e-05,0.0001585063989408685,3,"(0,0,-1)",clean_cardinal,3.1665747457671365e-09,0.015832873728835684,False
194705,89448304,0.0001039827715790346,5.5976359424537686e-05,0.0001585063989408685,3,"(0,0,-1)",clean_cardinal,2.9815165878361859e-08,0.1490758293918093,False
194707,89448311,0.00010418277157903459,5.5976359424537686e-05,0.0001585063989408685,9,"(0,1,-1)",diagonal,8.0627404678466146e-08,0.40313702339233076,False
194712,89448317,0.0001037827715790346,5.6176359424537685e-05,0.0001585063989408685,3,"(0,0,-1)",clean_cardinal,1.9629104606529409e-07,0.98145523032647053,True
194713,89448318,0.0001039827715790346,5.6176359424537685e-05,0.0001585063989408685,3,"(0,0,-1)",clean_cardinal,1.6479097486422279e-07,0.82395487432111403,True
194714,89448319,0.0001037827715790346,5.6376359424537689e-05,0.0001585063989408685,3,"(0,0,-1)",clean_cardinal,3.9465236890675514e-07,1.9732618445337757,True
194715,89448320,0.0001039827715790346,5.6376359424537689e-05,0.0001585063989408685,3,"(0,0,-1)",clean_cardinal,3.5939711560681718e-07,1.796985578034086,True
194720,89448325,0.00010418277157903459,5.6176359424537685e-05,0.0001585063989408685,7,"(0,-1,-1)",diagonal,1.0809205062559868e-07,0.5404602531279934,True
194721,89448326,0.0001043827715790346,5.6176359424537685e-05,0.0001585063989408685,3,"(0,0,-1)",clean_cardinal,2.8031123159376976e-08,0.14015561579688487,True
194722,89448327,0.00010418277157903459,5.6376359424537689e-05,0.0001585063989408685,3,"(0,0,-1)",clean_cardinal,2.9438327665899168e-07,1.4719163832949584,True
194723,89448328,0.0001043827715790346,5.6376359424537689e-05,0.0001585063989408685,3,"(0,0,-1)",clean_cardinal,2.0199579832909023e-07,1.0099789916454511,True
194733,89448381,0.00010458277157903459,5.6176359424537685e-05,0.0001585063989408685,9,"(0,1,-1)",diagonal,7.2841590565544251e-08,0.36420795282772128,False
194734,89448383,0.00010458277157903459,5.6376359424537689e-05,0.0001585063989408685,7,"(0,-1,-1)",diagonal,8.8966338011744005e-08,0.44483169005872003,True
194735,89448384,0.00010478277157903459,5.6376359424537689e-05,0.0001585063989408685,9,"(0,1,-1)",diagonal,4.1002399347902369e-08,0.20501199673951184,False
194772,89448429,0.0001037827715790346,5.6576359424537688e-05,0.0001585063989408685,3,"(0,0,-1)",clean_cardinal,5.9301369174820769e-07,2.9650684587410385,True
194773,89448430,0.0001039827715790346,5.6576359424537688e-05,0.0001585063989408685,3,"(0,0,-1)",clean_cardinal,5.517500460185386e-07,2.7587502300926929,True
194774,89448431,0.0001037827715790346,5.6776359424537686e-05,0.0001585063989408685,3,"(0,0,-1)",clean_cardinal,7.9137501458966024e-07,3.9568750729483013,True
194775,89448432,0.0001039827715790346,5.6776359424537686e-05,0.0001585063989408685,3,"(0,0,-1)",clean_cardinal,7.4046950132259901e-07,3.7023475066129952,True
194780,89448437,0.00010418277157903459,5.6576359424537688e-05,0.0001585063989408685,3,"(0,0,-1)",clean_cardinal,4.751422556062222e-07,2.3757112780311109,True
194781,89448438,0.0001043827715790346,5.6576359424537688e-05,0.0001585063989408685,3,"(0,0,-1)",clean_cardinal,3.6928369469273514e-07,1.8464184734636757,True
194782,89448439,0.00010418277157903459,5.6776359424537686e-05,0.0001585063989408685,3,"(0,0,-1)",clean_cardinal,6.4766000069014764e-07,3.2383000034507385,True
194783,89448440,0.0001043827715790346,5.6776359424537686e-05,0.0001585063989408685,3,"(0,0,-1)",clean_cardinal,5.2444472787643743e-07,2.6222236393821872,True
194788,89448445,0.0001037827715790346,5.697635942453769e-05,0.0001585063989408685,3,"(0,0,-1)",clean_cardinal,9.8935066528944098e-07,4.9467533264472054,True
194789,89448446,0.0001039827715790346,5.697635942453769e-05,0.0001585063989408685,3,"(0,0,-1)",clean_cardinal,9.2225338805306126e-07,4.6112669402653061,True
194790,89448447,0.0001037827715790346,5.7176359424537689e-05,0.0001585063989408685,3,"(0,0,-1)",clean_cardinal,1.1839568060320289e-06,5.9197840301601445,True
194791,89448448,0.0001039827715790346,5.7176359424537689e-05,0.0001585063989408685,3,"(0,0,-1)",clean_cardinal,1.0889329843013143e-06,5.4446649215065719,True
194796,89448453,0.00010418277157903459,5.697635942453769e-05,0.0001585063989408685,3,"(0,0,-1)",clean_cardinal,8.0716829148862381e-07,4.0358414574431194,True
194797,89448454,0.0001043827715790346,5.697635942453769e-05,0.0001585063989408685,3,"(0,0,-1)",clean_cardinal,6.6245058042879655e-07,3.312252902143983,True
194798,89448455,0.00010418277157903459,5.7176359424537689e-05,0.0001585063989408685,3,"(0,0,-1)",clean_cardinal,9.4326070981731418e-07,4.7163035490865708,True
194799,89448456,0.0001043827715790346,5.7176359424537689e-05,0.0001585063989408685,3,"(0,0,-1)",clean_cardinal,7.7348932120959481e-07,3.8674466060479742,True
194834,89448493,0.00010458277157903459,5.6576359424537688e-05,0.0001585063989408685,3,"(0,0,-1)",clean_cardinal,2.4172116426427466e-07,1.2086058213213733,True
194835,89448494,0.00010478277157903459,5.6576359424537688e-05,0.0001585063989408685,7,"(0,-1,-1)",diagonal,9.8384194000017104e-08,0.49192097000008556,True
194836,89448495,0.00010458277157903459,5.6776359424537686e-05,0.0001585063989408685,3,"(0,0,-1)",clean_cardinal,3.804173872144164e-07,1.902086936072082,True
194837,89448496,0.00010478277157903459,5.6776359424537686e-05,0.0001585063989408685,3,"(0,0,-1)",clean_cardinal,2.2225373211737479e-07,1.111268660586874,True
194841,89448501,0.0001049827715790346,5.6576359424537688e-05,0.0001585063989408685,9,"(0,1,-1)",diagonal,5.5995414702407808e-08,0.27997707351203904,False
194842,89448503,0.0001049827715790346,5.6776359424537686e-05,0.0001585063989408685,7,"(0,-1,-1)",diagonal,5.515360695965184e-08,0.27576803479825923,True
194843,89448504,0.00010518277157903459,5.6776359424537686e-05,0.0001585063989408685,9,"(0,1,-1)",diagonal,1.2033871660752023e-07,0.60169358303760112,False
194848,89448509,0.00010458277157903459,5.697635942453769e-05,0.0001585063989408685,3,"(0,0,-1)",clean_cardinal,5.0050287893716125e-07,2.5025143946858064,True
194849,89448510,0.00010478277157903459,5.697635942453769e-05,0.0001585063989408685,3,"(0,0,-1)",clean_cardinal,3.2657530230103732e-07,1.6328765115051866,True
194850,89448511,0.00010458277157903459,5.7176359424537689e-05,0.0001585063989408685,3,"(0,0,-1)",clean_cardinal,5.9247767649949698e-07,2.962388382497485,True
194851,89448512,0.00010478277157903459,5.7176359424537689e-05,0.0001585063989408685,3,"(0,0,-1)",clean_cardinal,4.0614634918986536e-07,2.030731745949327,True
194856,89448517,0.0001049827715790346,5.697635942453769e-05,0.0001585063989408685,3,"(0,0,-1)",clean_cardinal,1.4630059425889513e-07,0.73150297129447572,True
194857,89448518,0.00010518277157903459,5.697635942453769e-05,0.0001585063989408685,3,"(0,0,-1)",clean_cardinal,3.8256325338239688e-08,0.19128162669119844,False
194858,89448519,0.0001049827715790346,5.7176359424537689e-05,0.0001585063989408685,3,"(0,0,-1)",clean_cardinal,2.1453886978313187e-07,1.0726943489156593,True
