method,core_original_to_final_P95_um,core_original_to_final_max_um,core_final_to_original_P95_um,core_final_to_original_max_um,core_normal_P95_deg,core_normal_P99_deg,core_normal_max_deg,winding_consistent,radius_P95_error
PREVIOUS_GLOBAL_REMESH,0.009998098317762608,0.19837771697364207,0.007578638953998118,0.20928429012929045,6.818002560635152,9.05353672785299,20.936140795833534,True,0.03999745507192995
NEW_CAP_ONLY,4.3449075969725674e-07,8.457332969940267e-07,4.3492509268333856e-07,8.332716220599478e-07,0.0002533378185717806,0.00033995847181551283,0.0024063761301117655,True,0.04011348462345377
