iteration,target_lattice,controlled_lattice,relative_error,rho_boundary,pressure_pa,max_lattice_velocity,minimum_pdf,globBC_count
154366,0.00234787245957609,0.002347872459572161,1.6733085207395833e-12,1.0065959976191194,23778.132895322375,1.6875017989520738e-05,0.0279592494497945,287
154367,0.00234787245957609,0.0023478724595766554,2.4086480969692204e-13,1.006596003006307,23778.133022580245,1.6875018108248127e-05,0.02795924959941501,287
154368,0.00234787245957609,0.0023478724595715123,1.949638087692494e-12,1.0065960083933763,23778.133149835317,1.6875018226792265e-05,0.027959249749032272,287
154369,0.00234787245957609,0.002347872459577883,7.637852669453777e-13,1.0065960137803311,23778.133277087694,1.687501834556868e-05,0.027959249898646284,287
154370,0.00234787245957609,0.0023478724595737935,9.780515087003084e-13,1.0065960191671681,23778.13340433728,1.6875018464412894e-05,0.027959250048257056,287
154371,0.00234787245957609,0.002347872459572171,1.6690601383599597e-12,1.006596024553886,23778.133531584055,1.687501858298927e-05,0.02795925019786457,287
154372,0.00234787245957609,0.0023478724595772395,4.896722473209664e-13,1.0065960299404884,23778.1336588281,1.6875018701490074e-05,0.027959250347468833,287
154373,0.00234787245957609,0.0023478724595748356,5.341879061683271e-13,1.006596035326975,23778.133786069408,1.6875018820184428e-05,0.027959250497069862,287
154374,0.00234787245957609,0.002347872459568936,3.0470137275770134e-12,1.0065960407133436,23778.133913307935,1.687501893893306e-05,0.027959250646667627,287
154375,0.00234787245957609,0.002347872459572113,1.6938115835282016e-12,1.0065960460995937,23778.134040543657,1.6875019057373132e-05,0.027959250796262144,287
154376,0.00234787245957609,0.0023478724595688196,3.0965166179134975e-12,1.0065960514857293,23778.13416777668,1.6875019175960228e-05,0.027959250945853407,287
154377,0.00234787245957609,0.002347872459571028,2.155961701520302e-12,1.006596056871748,23778.134295006937,1.6875019294845137e-05,0.027959251095441444,287
154378,0.00234787245957609,0.0023478724595695152,2.8002381250040934e-12,1.0065960622576473,23778.134422234376,1.6875019413429154e-05,0.02795925124502622,287
154379,0.00234787245957609,0.0023478724595683183,3.3100440105589284e-12,1.0065960676434305,23778.134549459068,1.687501953187006e-05,0.02795925139460774,287
154380,0.00234787245957609,0.0023478724595714716,1.9670010417657383e-12,1.0065960730290973,23778.13467668101,1.687501965041028e-05,0.02795925154418602,287
154381,0.00234787245957609,0.0023478724595783393,9.581025827438149e-13,1.0065960784146482,23778.13480390022,1.68750197692338e-05,0.027959251693761053,287
154382,0.00234787245957609,0.002347872459572593,1.4893350924741428e-12,1.0065960838000805,23778.134931116627,1.6875019887864058e-05,0.027959251843332835,287
154383,0.00234787245957609,0.0023478724595720206,1.7331552986090639e-12,1.006596089185396,23778.135058330274,1.6875020006440095e-05,0.02795925199290137,287
154384,0.00234787245957609,0.0023478724595774095,5.62079460051943e-13,1.0065960945705963,23778.1351855412,1.687502012521886e-05,0.02795925214246665,287
154385,0.00234787245957609,0.0023478724595766896,2.554570796095423e-13,1.0065960999556764,23778.135312749284,1.6875020243650577e-05,0.027959252292028693,287
154386,0.00234787245957609,0.0023478724595761558,2.807626616099091e-14,1.0065961053406425,23778.135439954676,1.6875020362271304e-05,0.02795925244158748,287
154387,0.00234787245957609,0.002347872459574925,4.961371770290894e-13,1.0065961107254893,23778.135567157253,1.6875020480717413e-05,0.027959252591143027,287
154388,0.00234787245957609,0.0023478724595746565,6.104740767241774e-13,1.0065961161102215,23778.13569435712,1.687502059938331e-05,0.02795925274069532,287
154389,0.00234787245957609,0.00234787245957782,7.368172744486365e-13,1.0065961214948342,23778.13582155417,1.6875020717836497e-05,0.027959252890244365,287
154390,0.00234787245957609,0.0023478724595721347,1.6845759696594546e-12,1.0065961268793338,23778.13594874854,1.6875020836623815e-05,0.027959253039790164,287
154391,0.00234787245957609,0.0023478724595739626,9.060137205240817e-13,1.0065961322637136,23778.136075940085,1.687502095533925e-05,0.02795925318933272,287
154392,0.00234787245957609,0.0023478724595701527,2.5287110772629313e-12,1.0065961376479768,23778.136203128874,1.687502107393451e-05,0.027959253338872024,287
154393,0.00234787245957609,0.0023478724595710947,2.127516010804561e-12,1.0065961430321233,23778.136330314905,1.687502119254697e-05,0.02795925348840808,287
154394,0.00234787245957609,0.0023478724595706675,2.309457604018877e-12,1.006596148416153,23778.136457498174,1.6875021311090144e-05,0.02795925363794088,287
154395,0.00234787245957609,0.002347872459572109,1.695473994024576e-12,1.0065961538000656,23778.136584678683,1.6875021429675983e-05,0.027959253787470446,287
154396,0.00234787245957609,0.0023478724595781355,8.712878123775929e-13,1.006596159183862,23778.136711856445,1.6875021548388376e-05,0.027959253936996754,287
154397,0.00234787245957609,0.0023478724595751704,3.9159002803487323e-13,1.0065961645675379,23778.136839031362,1.6875021666585444e-05,0.02795925408651983,287
154398,0.00234787245957609,0.002347872459578121,8.651923072242199e-13,1.0065961699511021,23778.136966203638,1.6875021785219354e-05,0.027959254236039646,287
154399,0.00234787245957609,0.0023478724595709286,2.1982608130391635e-12,1.0065961753345465,23778.137093373083,1.6875021903819745e-05,0.027959254385556225,287
154400,0.00234787245957609,0.0023478724595705678,2.3519414278151135e-12,1.0065961807178752,23778.137220539797,1.6875022022526482e-05,0.027959254535069547,287
154401,0.00234787245957609,0.002347872459572674,1.454793896605029e-12,1.0065961861010848,23778.1373477037,1.687502214087262e-05,0.027959254684579632,287
154402,0.00234787245957609,0.0023478724595759775,4.784047984010951e-14,1.00659619148418,23778.137474864896,1.6875022259486375e-05,0.027959254834086456,287
154403,0.00234787245957609,0.0023478724595716568,1.8881288993266388e-12,1.0065961968671573,23778.137602023307,1.6875022378060614e-05,0.027959254983590053,287
154404,0.00234787245957609,0.002347872459578343,9.595802809628142e-13,1.0065962022500188,23778.137729178987,1.687502249685084e-05,0.02795925513309038,287
154405,0.00234787245957609,0.002347872459573098,1.2743300016097123e-12,1.0065962076327613,23778.13785633185,1.687502261535254e-05,0.02795925528258748,287
154406,0.00234787245957609,0.002347872459568544,3.2139936263239593e-12,1.0065962130153876,23778.137983481975,1.6875022733798903e-05,0.027959255432081317,287
154407,0.00234787245957609,0.002347872459577505,6.027161610744298e-13,1.0065962183978983,23778.138110629363,1.6875022852377295e-05,0.02795925558157192,287
154408,0.00234787245957609,0.0023478724595683577,3.2932351933178087e-12,1.0065962237802915,23778.138237773983,1.687502297101323e-05,0.02795925573105927,287
154409,0.00234787245957609,0.002347872459577406,5.606017618329435e-13,1.0065962291625667,23778.138364915812,1.687502308948865e-05,0.027959255880543394,287
154410,0.00234787245957609,0.0023478724595726525,1.464029510473776e-12,1.006596234544726,23778.138492054895,1.6875023208018274e-05,0.027959256030024252,287
154411,0.00234787245957609,0.0023478724595769203,3.5372401117301047e-13,1.006596239926768,23778.13861919122,1.687502332645643e-05,0.02795925617950186,287
154412,0.00234787245957609,0.0023478724595729855,1.322170481449822e-12,1.006596245308695,23778.138746324817,1.6875023445251955e-05,0.027959256328976227,287
154413,0.00234787245957609,0.0023478724595734466,1.1258213306002604e-12,1.006596250690502,23778.138873455588,1.687502356372124e-05,0.027959256478447356,287
154414,0.00234787245957609,0.002347872459569177,2.944313701356547e-12,1.0065962560721935,23778.13900058363,1.6875023682196663e-05,0.027959256627915225,287
154415,0.00234787245957609,0.0023478724595713267,2.0286949424089683e-12,1.0065962614537678,23778.1391277089,1.6875023800601298e-05,0.027959256777379864,287
154416,0.00234787245957609,0.0023478724595783333,9.555166108605656e-13,1.0065962668352273,23778.13925483146,1.687502391933208e-05,0.027959256926841248,287
154417,0.00234787245957609,0.0023478724595691488,2.956319999385918e-12,1.0065962722165664,23778.139381951176,1.687502403769181e-05,0.027959257076299388,287
154418,0.00234787245957609,0.002347872459577291,5.116530083285844e-13,1.0065962775977917,23778.139509068198,1.6875024156272198e-05,0.027959257225754278,287
154419,0.00234787245957609,0.002347872459573194,1.2333238760324757e-12,1.0065962829788984,23778.139636182423,1.6875024274749962e-05,0.02795925737520593,287
154420,0.00234787245957609,0.0023478724595764246,1.4259787813345384e-13,1.006596288359889,23778.139763293908,1.6875024393230037e-05,0.027959257524654328,287
154421,0.00234787245957609,0.0023478724595738295,9.627203896781883e-13,1.0065962937407629,23778.139890402632,1.687502451178413e-05,0.02795925767409949,287
154422,0.00234787245957609,0.0023478724595744423,7.017219417473978e-13,1.0065962991215194,23778.140017508587,1.6875024630340546e-05,0.027959257823541406,287
154423,0.00234787245957609,0.0023478724595707825,2.2605088505145182e-12,1.0065963045021584,23778.140144611767,1.687502474868183e-05,0.027959257972980062,287
154424,0.00234787245957609,0.0023478724595738716,9.44803298772819e-13,1.0065963098826838,23778.14027171226,1.6875024867445275e-05,0.02795925812241548,287
154425,0.00234787245957609,0.0023478724595691943,2.9369252102615492e-12,1.006596315263088,23778.140398809883,1.6875024985828195e-05,0.027959258271847667,287
154426,0.00234787245957609,0.0023478724595781836,8.917908751662113e-13,1.0065963206433783,23778.140525904826,1.6875025104382122e-05,0.02795925842127659,287
154427,0.00234787245957609,0.002347872459576394,1.294833064398331e-13,1.0065963260235493,23778.140652996946,1.6875025222655135e-05,0.027959258570702278,287
154428,0.00234787245957609,0.0023478724595728615,1.3749981927790548e-12,1.006596331403607,23778.140780086396,1.6875025341336848e-05,0.027959258720124718,287
154429,0.00234787245957609,0.0023478724595712435,2.064159699664957e-12,1.0065963367835442,23778.140907172994,1.6875025459727507e-05,0.027959258869543917,287
154430,0.00234787245957609,0.002347872459572975,1.3266035761068204e-12,1.0065963421633675,23778.1410342569,1.6875025578320044e-05,0.027959259018959865,287
154431,0.00234787245957609,0.00234787245957461,6.30238290403296e-13,1.006596347543073,23778.141161338026,1.6875025696970004e-05,0.027959259168372573,287
154432,0.00234787245957609,0.0023478724595684067,3.2723627059744404e-12,1.0065963529226614,23778.141288416387,1.6875025815556405e-05,0.02795925931778203,287
154433,0.00234787245957609,0.0023478724595783766,9.739878385980596e-13,1.0065963583021327,23778.14141549198,1.687502593401656e-05,0.027959259467188257,287
154434,0.00234787245957609,0.0023478724595761918,4.340738518311095e-14,1.006596363681487,23778.14154256481,1.687502605243126e-05,0.027959259616591223,287
154435,0.00234787245957609,0.0023478724595691926,2.937664059371049e-12,1.0065963690607242,23778.141669634875,1.6875026170761115e-05,0.02795925976599095,287
154436,0.00234787245957609,0.0023478724595754476,2.7355888279228644e-13,1.0065963744398463,23778.141796702217,1.6875026289341652e-05,0.027959259915387433,287
154437,0.00234787245957609,0.0023478724595719248,1.7739767119089257e-12,1.00659637981885,23778.14192376676,1.6875026407806247e-05,0.027959260064780674,287
154438,0.00234787245957609,0.0023478724595775275,6.123211994979268e-13,1.0065963851977386,23778.142050828596,1.687502652645622e-05,0.027959260214170674,287
154439,0.00234787245957609,0.0023478724595770223,3.971313963561214e-13,1.0065963905765072,23778.142177887585,1.6875026644711696e-05,0.027959260363557423,287
154440,0.00234787245957609,0.0023478724595777604,7.115116924482697e-13,1.0065963959551611,23778.142304943874,1.687502676303401e-05,0.027959260512940926,287
154441,0.00234787245957609,0.002347872459572757,1.4195138516264155e-12,1.0065964013337,23778.14243199744,1.687502688168265e-05,0.027959260662321198,287
154442,0.00234787245957609,0.002347872459574865,5.216274713068311e-13,1.0065964067121198,23778.142559048196,1.687502700030218e-05,0.027959260811698212,287
154443,0.00234787245957609,0.0023478724595781954,8.967781066553346e-13,1.006596412090421,23778.142686096144,1.6875027118430877e-05,0.027959260961071986,287
154444,0.00234787245957609,0.0023478724595750655,4.3629039915960876e-13,1.0065964174686095,23778.142813141436,1.6875027236964664e-05,0.02795926111044251,287
154445,0.00234787245957609,0.002347872459573448,1.1252671937681357e-12,1.006596422846678,23778.14294018389,1.6875027355252246e-05,0.027959261259809805,287
154446,0.00234787245957609,0.002347872459568336,3.302470807186556e-12,1.006596428224632,23778.143067223646,1.6875027473810838e-05,0.027959261409173843,287
154447,0.00234787245957609,0.0023478724595776663,6.714291282579076e-13,1.0065964336024684,23778.143194260618,1.6875027592353997e-05,0.027959261558534645,287
154448,0.00234787245957609,0.002347872459568982,3.02743422617527e-12,1.0065964389801874,23778.14332129481,1.6875027710750805e-05,0.027959261707892195,287
154449,0.00234787245957609,0.0023478724595712847,2.0466120333143375e-12,1.00659644435779,23778.143448326264,1.6875027829070164e-05,0.027959261857246523,287
154450,0.00234787245957609,0.002347872459575523,2.4141894652904685e-13,1.006596449735276,23778.14357535496,1.687502794747432e-05,0.027959262006597586,287
154451,0.00234787245957609,0.00234787245956949,2.81095143709184e-12,1.0065964551126476,23778.143702380956,1.687502806633548e-05,0.027959262155945408,287
154452,0.00234787245957609,0.0023478724595749944,4.66583212649099e-13,1.0065964604898974,23778.14382940407,1.6875028184691987e-05,0.027959262305289993,287
154453,0.00234787245957609,0.0023478724595775197,6.089963785051778e-13,1.0065964658670328,23778.143956424483,1.687502830291981e-05,0.027959262454631335,287
154454,0.00234787245957609,0.002347872459572291,1.618079549804476e-12,1.0065964712440525,23778.144083442166,1.6875028421348974e-05,0.02795926260396943,287
154455,0.00234787245957609,0.002347872459578032,8.271415780849822e-13,1.0065964766209547,23778.144210457074,1.6875028539897188e-05,0.02795926275330429,287
154456,0.00234787245957609,0.002347872459578255,9.222684009330764e-13,1.00659648199774,23778.14433746921,1.687502865839944e-05,0.02795926290263589,287
154457,0.00234787245957609,0.0023478724595776515,6.651489108271596e-13,1.006596487374408,23778.144464478584,1.6875028776748495e-05,0.027959263051964264,287
154458,0.00234787245957609,0.0023478724595766805,2.5157812178466854e-13,1.0065964927509603,23778.144591485227,1.6875028895220113e-05,0.027959263201289386,287
154459,0.00234787245957609,0.00234787245956846,3.249643095857323e-12,1.006596498127395,23778.144718489086,1.6875029013593608e-05,0.027959263350611267,287
154460,0.00234787245957609,0.0023478724595750004,4.639972407658498e-13,1.0065965035037134,23778.144845490202,1.687502913205868e-05,0.027959263499929908,287
154461,0.00234787245957609,0.0023478724595765855,2.1112613303955665e-13,1.006596508879915,23778.144972488553,1.6875029250522614e-05,0.027959263649245312,287
154462,0.00234787245957609,0.002347872459571062,2.1413694316076818e-12,1.0065965142559987,23778.14509948413,1.6875029368819378e-05,0.027959263798557454,287
154463,0.00234787245957609,0.002347872459569112,2.9720205429627876e-12,1.0065965196319666,23778.14522647696,1.6875029487117927e-05,0.02795926394786637,287
154464,0.00234787245957609,0.0023478724595765114,1.7954033360844187e-13,1.0065965250078175,23778.145353467033,1.6875029605397933e-05,0.027959264097172046,287
154465,0.00234787245957609,0.0023478724595724027,1.5704237822417415e-12,1.006596530383553,23778.145480454376,1.6875029723900614e-05,0.02795926424647447,287
154466,0.00234787245957609,0.0023478724595777374,7.017219417473978e-13,1.0065965357591713,23778.145607438957,1.6875029842453063e-05,0.027959264395773658,287
154467,0.00234787245957609,0.0023478724595743057,7.59906309120504e-13,1.006596541134671,23778.14573442073,1.6875029960787178e-05,0.027959264545069595,287
154468,0.00234787245957609,0.0023478724595702824,2.4734821063278243e-12,1.0065965465100568,23778.145861399815,1.6875030079288314e-05,0.027959264694362294,287
154469,0.00234787245957609,0.0023478724595762434,6.538814619072883e-14,1.0065965518853217,23778.145988376044,1.6875030197319797e-05,0.02795926484365175,287
154470,0.00234787245957609,0.0023478724595683213,3.308751024617304e-12,1.006596557260476,23778.146115349657,1.68750303160839e-05,0.02795926499293797,287
154471,0.00234787245957609,0.0023478724595705127,2.375399887041731e-12,1.0065965626355073,23778.146242320367,1.6875030434315255e-05,0.027959265142220947,287
154472,0.00234787245957609,0.002347872459570372,2.4352466649112115e-12,1.0065965680104259,23778.146369288414,1.68750305526731e-05,0.02795926529150067,287
154473,0.00234787245957609,0.002347872459569499,2.8070724792669662e-12,1.0065965733852271,23778.14649625369,1.6875030671194277e-05,0.02795926544077717,287
154474,0.00234787245957609,0.0023478724595783857,9.778667964229335e-13,1.0065965787599094,23778.146623216155,1.687503078942853e-05,0.027959265590050412,287
154475,0.00234787245957609,0.002347872459574015,8.836635349617139e-13,1.0065965841344786,23778.14675017595,1.6875030907978397e-05,0.027959265739320432,287
154476,0.00234787245957609,0.002347872459570416,2.4165907248963426e-12,1.0065965895089262,23778.14687713287,1.6875031025991943e-05,0.02795926588858719,287
154477,0.00234787245957609,0.0023478724595710015,2.1672291504401733e-12,1.0065965948832614,23778.14700408714,1.6875031144331905e-05,0.027959266037850716,287
154478,0.00234787245957609,0.0023478724595736326,1.0465797636064113e-12,1.0065966002574775,23778.14713103859,1.6875031262608103e-05,0.027959266187110997,287
154479,0.00234787245957609,0.00234787245957233,1.6014554448407315e-12,1.0065966056315783,23778.147257987323,1.6875031380982912e-05,0.027959266336368034,287
154480,0.00234787245957609,0.002347872459569696,2.7232131053387435e-12,1.0065966110055637,23778.147384933327,1.687503149965985e-05,0.027959266485621845,287
154481,0.00234787245957609,0.002347872459575586,2.146356663096805e-13,1.006596616379429,23778.147511876494,1.687503161799021e-05,0.0279592666348724,287
154482,0.00234787245957609,0.0023478724595733004,1.1880693680756154e-12,1.0065966217531788,23778.14763881693,1.6875031736167026e-05,0.027959266784119714,287
154483,0.00234787245957609,0.0023478724595702924,2.4692337239482004e-12,1.0065966271268132,23778.14776575464,1.68750318545188e-05,0.027959266933363796,287
154484,0.00234787245957609,0.0023478724595724114,1.5667295366942427e-12,1.0065966325003308,23778.147892689594,1.687503197305828e-05,0.027959267082604638,287
154485,0.00234787245957609,0.002347872459575491,2.550876550547924e-13,1.0065966378737303,23778.14801962176,1.687503209141404e-05,0.027959267231842232,287
154486,0.00234787245957609,0.0023478724595716875,1.875014327633018e-12,1.0065966432470137,23778.14814655118,1.6875032209757428e-05,0.02795926738107658,287
154487,0.00234787245957609,0.0023478724595733494,1.167196880732247e-12,1.0065966486201823,23778.148273477887,1.6875032328319753e-05,0.0279592675303077,287
154488,0.00234787245957609,0.0023478724595697264,2.7102832459224975e-12,1.0065966539932303,23778.148400401744,1.6875032446488395e-05,0.027959267679535566,287
154489,0.00234787245957609,0.00234787245957169,1.8739060539687683e-12,1.006596659366163,23778.148527322883,1.6875032564589653e-05,0.027959267828760195,287
154490,0.00234787245957609,0.002347872459573933,9.185741553855776e-13,1.0065966647389817,23778.148654241326,1.687503268307183e-05,0.027959267977981588,287
154491,0.00234787245957609,0.002347872459569525,2.79598974262447e-12,1.0065966701116806,23778.148781156942,1.6875032801391076e-05,0.02795926812719974,287
154492,0.00234787245957609,0.002347872459570985,2.174248216980421e-12,1.0065966754842643,23778.14890806983,1.6875032919736066e-05,0.027959268276414654,287
154493,0.00234787245957609,0.0023478724595760547,1.4961694467370155e-14,1.0065966808567302,23778.149034979942,1.687503303794504e-05,0.02795926842562632,287
154494,0.00234787245957609,0.0023478724595767794,2.936925210261549e-13,1.0065966862290825,23778.14916188737,1.6875033156566472e-05,0.02795926857483475,287
154495,0.00234787245957609,0.002347872459574607,6.315312763449205e-13,1.006596691601315,23778.14928879196,1.6875033274982684e-05,0.02795926872403995,287
154496,0.00234787245957609,0.002347872459575821,1.145216119724629e-13,1.0065966969734315,23778.149415693817,1.687503339328378e-05,0.027959268873241887,287
154497,0.00234787245957609,0.0023478724595736907,1.0218283184381692e-12,1.006596702345432,23778.149542592935,1.687503351165224e-05,0.02795926902244061,287
154498,0.00234787245957609,0.0023478724595734383,1.1293308638703843e-12,1.0065967077173141,23778.149669489256,1.6875033629798822e-05,0.02795926917163607,287
154499,0.00234787245957609,0.0023478724595723606,1.5883408731471108e-12,1.0065967130890825,23778.149796382888,1.687503374825021e-05,0.0279592693208283,287
154500,0.00234787245957609,0.002347872459578468,1.012962129124172e-12,1.0065967184607312,23778.14992327369,1.687503386644224e-05,0.027959269470017284,287
154501,0.00234787245957609,0.002347872459573173,1.2423747776238478e-12,1.0065967238322664,23778.150050161814,1.687503398495315e-05,0.02795926961920303,287
154502,0.00234787245957609,0.0023478724595710743,2.1361974878411832e-12,1.0065967292036822,23778.150177047115,1.6875034103227963e-05,0.027959269768385545,287
154503,0.00234787245957609,0.0023478724595685147,3.2263693489080805e-12,1.0065967345749822,23778.150303929684,1.6875034221484164e-05,0.02795926991756481,287
154504,0.00234787245957609,0.00234787245957054,2.3637630135671096e-12,1.006596739946166,23778.150430809506,1.687503433974905e-05,0.02795927006674084,287
154505,0.00234787245957609,0.002347872459568527,3.221197405141582e-12,1.0065967453172322,23778.150557686553,1.687503445798835e-05,0.027959270215913632,287
154506,0.00234787245957609,0.002347872459569311,2.8872376076476902e-12,1.006596750688183,23778.15068456087,1.687503457634407e-05,0.027959270365083187,287
154507,0.00234787245957609,0.002347872459573256,1.2069100203678592e-12,1.0065967560590163,23778.150811432417,1.687503469463518e-05,0.027959270514249488,287
154508,0.00234787245957609,0.0023478724595691284,2.9650014764225403e-12,1.0065967614297324,23778.15093830119,1.6875034812787517e-05,0.02795927066341257,287
154509,0.00234787245957609,0.0023478724595769156,3.5169217612188615e-13,1.0065967668003337,23778.151065167258,1.6875034931120964e-05,0.027959270812572407,287
154510,0.00234787245957609,0.002347872459568476,3.24280874159445e-12,1.0065967721708167,23778.151192030524,1.687503504938055e-05,0.027959270961729,287
154511,0.00234787245957609,0.0023478724595760803,4.063670102248684e-15,1.0065967775411846,23778.151318891076,1.687503516773821e-05,0.02795927111088235,287
154512,0.00234787245957609,0.002347872459574001,8.89759040115087e-13,1.0065967829114342,23778.151445748827,1.687503528590841e-05,0.02795927126003247,287
154513,0.00234787245957609,0.0023478724595700938,2.5538319469859232e-12,1.006596788281569,23778.15157260387,1.6875035404270407e-05,0.02795927140917935,287
154514,0.00234787245957609,0.0023478724595733832,1.1527893230970017e-12,1.006596793651586,23778.15169945613,1.6875035522586287e-05,0.027959271558322982,287
154515,0.00234787245957609,0.0023478724595755282,2.3920239920054756e-13,1.006596799021488,23778.15182630567,1.687503564110711e-05,0.027959271707463387,287
154516,0.00234787245957609,0.002347872459572473,1.5405003933070013e-12,1.0065968043912707,23778.151953152403,1.6875035759323278e-05,0.027959271856600548,287
154517,0.00234787245957609,0.0023478724595682827,3.3251904173036734e-12,1.0065968097609368,23778.152079996376,1.687503587729649e-05,0.027959272005734462,287
